QUEEN OF DEATH,blue_eye56,Nov 09,the family tree is just like one branch
QUEEN OF DEATH,blue_eye56,Nov 09,I'm already hooked
QUEEN OF DEATH,laurabear14,Oct 05,this family tree is a straight line💀
QUEEN OF DEATH,NoVel_Heart_Beat,Oct 05,WHY IS NO ONE TALKING ABOUT THE QUOTE THAT IS SO BEAUTIFUL😍💙
QUEEN OF DEATH,zuzypiia,Oct 02,Demeter is basically a yandere but mom version 👀
QUEEN OF DEATH,-fairytones-,Sep 16,LANAA
QUEEN OF DEATH,-fairytones-,Sep 16,what a hooker💀💀
QUEEN OF DEATH,Goldensoul101,Sep 13,I love her!🥺❤️
QUEEN OF DEATH,chocolateaddict17,Sep 13,Halsey 💕
QUEEN OF DEATH,bloodymadd,Sep 12,Go away
QUEEN OF DEATH,-weird_ugly-,Sep 09,I miss COG but here I am, letzzgooo
QUEEN OF DEATH,boredgirl001,Aug 18,That’s Phoebe Tonkin 🥺❤️
QUEEN OF DEATH,boredgirl001,Aug 18,My number one bitch 😌
QUEEN OF DEATH,oblivescencepreta,Aug 17,Made a Spotify playlist with all the songs if ur lazy to make one by yourself ✨ the link: ↓  https://open.spotify.com/playlist/2n0t7VGn0Az0wuF8vXD7uI?si=agA_VbxlRGWQ9mnMpBdMWg
QUEEN OF DEATH,DictateYourself,Aug 16,I thought Hades was the eldest🧐
QUEEN OF DEATH,-godling,Aug 13,DUUUUDE THE AESTHETIC. THE WAY THE WORDS FALL TOGETHER. IM HERE FOR IT
QUEEN OF DEATH,bumblebea-,Aug 09,so excited
QUEEN OF DEATH,roseatesilks,Aug 03,This comment may be offensive. holy fucking shit yes the great gatsby soundtrackkk y&b!!
QUEEN OF DEATH,melony_ki,Jul 30,The man who couldn't keep his sword sheathed.
QUEEN OF DEATH,melony_ki,Jul 30,I'm just here, chilling while reading comments. *sips tea* nice tea🍵.
QUEEN OF DEATH,melony_ki,Jul 30,Being kept around by her parent so much, Persephone became a naughty girl...
QUEEN OF DEATH,Lollipoppurple15,Jul 28,We can all testify 🙋🏾
QUEEN OF DEATH,krishnam0001,Jul 25,I’m already excited 😜
QUEEN OF DEATH,TheAnnoyingBitch,Jul 20,This comment may be offensive. If I may offer some insight? The Greek tales didn't speak of a 'rape'. In Greek  the title of the myth is "The taking of Persephone" (which only refers to the kidnapping). The "rape of Persephone" as you know it comes from the Latin versions (Ovid mainly) and the word "rapere" which  over the years changed in context and got associated heavily with sexual assault. It is speculated  since Hades followed the marital customs to the letter  that he didn't touch her sexually until after she ate the seeds  as it happened in all marriages that occurred during those years.
QUEEN OF DEATH,TheAnnoyingBitch,Jul 20,Um, I don't know if this is just for your book or if it is what you've read in general but Demeter wasn't "obsessed" with Persephone. She was the embodiment of every Greek mother of the times that suffered the loss of her daughter when that daughter got married. During that period, when the daughter got married, she usually moved far away and never saw her mother again. Also, marriage many times equalled a quick death (either from childbirth or an illness) so, it is pretty evident why Demeter chose to protect her daughter.
QUEEN OF DEATH,TheAnnoyingBitch,Jul 20,Hades was actually the oldest and Zeus was the youngest, hence why he was the one to free his siblings from Kronos
QUEEN OF DEATH,sweet-ghosts,Jul 20,Damn, I'm hyped
QUEEN OF DEATH,daisy_nightmares,Jul 17,Dont be shy drop the @ we'll deal with them for u❤️ jk ily
QUEEN OF DEATH,daisy_nightmares,Jul 17,I can imagine bella as a goddess😂
QUEEN OF DEATH,daisy_nightmares,Jul 17,is that phoebe
QUEEN OF DEATH,daisy_nightmares,Jul 17,Correct me if im wrong, didnt zeus sleep with his daughter persephone O_o
QUEEN OF DEATH,daisy_nightmares,Jul 17,Hades is my favourite ✨
QUEEN OF DEATH,daisy_nightmares,Jul 17,I will always sincerely hate apollo❤️
QUEEN OF DEATH,daisy_nightmares,Jul 17,I am OBSESSED with it😭
