,Chapter Name,Username,Date,Text,Negative,Neutral,Positive,Compound
1774,THREE,GODSGRAVE,Aug 18 2018,oml demeter reminds me of mother gothel it's like she has a bit of a weird vibe  ven;fnav;b   persephone is amazing tho and i luv her sm ,0.059,0.724,0.217,0.6808
1775,THREE,mishtix_x,Aug 07 2018,I love that kid.  ) Persephone  <3 ,0.0,0.297,0.703,0.7964
1776,THREE,mishtix_x,Aug 04 2018,She is going to be the Goddess of death  madame.  ) ,0.302,0.698,0.0,-0.5994
1777,THREE,-POINTBREAK-,Aug 02 2018,"""Crafted out of pretty lies and golden hands"" this line has me shook ",0.241,0.575,0.184,0.0
1778,THREE,Addie_Belle,Jul 26 2018,I'm excited to see how her love for her mom and her attraction to Hades affects her. This I think was my favorite chapter yet! ,0.0,0.608,0.392,0.9168
1779,THREE,Addie_Belle,Jul 26 2018,it'd be neat if you described how she said this ,0.0,0.75,0.25,0.4588
1780,THREE,Addie_Belle,Jul 26 2018,This is good  but it feels rushed. This fight defiantly needs to build a little more. We've heard a lot about the relationship she has with their mom  but the readers aren't that attach to her enough for this to be as impact full as it should. I'm really excited to see who this character becomes  though! ,0.056,0.85,0.094,0.336
1781,THREE,Addie_Belle,Jul 26 2018,I got the POV i wanted! I'm really hoping she's a badass tbh especially if she's going to tame Hades. ,0.092,0.741,0.167,0.3656
1782,THREE,Moonlight_Rose9,Jul 25 2018,Interesting  grinning face with sweat  face with tears of joy  ,0.112,0.355,0.533,0.7964
1783,THREE,gobliii8990By,Jul 20 2018,I love persephone ! ,0.0,0.182,0.818,0.6696
1784,THREE,gobliii8990By,Jul 20 2018,Yessss queen !!! red heart  crown  ,0.0,1.0,0.0,0.0
1785,THREE,diredragons,Jul 19 2018,Her and Hades are totally fated to be together! Maybe he'll be the one to help her make flowers blossom  because she's not happy now. ,0.113,0.793,0.093,-0.1506
1786,THREE,underwlds,Jul 19 2018,i love persephone already  she's going to be hades to his knees. i prefer persephone  i relate to in a way i wasn't expecting and i can't wait to see her grow. ,0.0,0.856,0.144,0.6369
1787,THREE,underwlds,Jul 19 2018,you tell her! girl  get it. ,0.0,1.0,0.0,0.0
1788,THREE,brainfart_,Jul 18 2018,Persephone is such a badass yaasss Queen ,0.242,0.758,0.0,-0.1531
1789,THREE,VanillaCoca,Jul 18 2018,I've never read anything with Persephone before but she's actually quite an awesome character ,0.0,0.682,0.318,0.7945
1790,THREE,16wolfheart16,Jul 17 2018,I love the way you portray Persephone  all bruised knuckles  and chaos like you said. I can't wait to see what'll happen when she meets Hades. ,0.118,0.669,0.213,0.4588
1791,THREE,xoxo_celeste,Jul 17 2018,Ooh  a new version of Persephone that isn't all sunshine and flowers! A great breath of fresh air  if you ask me. ,0.1,0.646,0.254,0.6204
1792,THREE,praaaaachii,Jul 15 2018,The dialogue flows so beautifully I'm having trouble breathing here ,0.175,0.518,0.307,0.4663
1793,THREE,praaaaachii,Jul 15 2018,Yessss ,0.0,1.0,0.0,0.0
1794,THREE,praaaaachii,Jul 15 2018,Aww cutie ,0.0,0.286,0.714,0.3612
1795,THREE,0riginalQueen,Jul 10 2018,I just realized in the first few chapters there was nothing about Persephone. Wow. ,0.204,0.796,0.0,-0.4717
1796,THREE,BooksOfAnyKind,Jul 10 2018,People like that rub me the wrong way. ,0.267,0.517,0.216,-0.1531
1797,THREE,BooksOfAnyKind,Jul 10 2018,what does 'neevil' mean? ,0.0,1.0,0.0,0.0
1798,THREE,brekkers,Jul 10 2018,They have such a natural and sweet mother daughter relationship  red heart  ,0.0,0.621,0.379,0.6705
1799,THREE,brekkers,Jul 10 2018,YESSS PERSEPHONE MY LOVE ,0.0,0.417,0.583,0.6369
1800,THREE,riyamcyriac,Jul 07 2018,This interpretation of Persephone is pretty bada**. I'm interested to see how she'll grow from a damsal in distress to a queen of death. ,0.234,0.577,0.189,-0.34
1801,THREE,Ash__yeps006,Jul 07 2018,Rapunzel vibes ,0.0,1.0,0.0,0.0
1802,THREE,heartsails,Jul 04 2018,Are u sure? ,0.0,0.303,0.697,0.3182
1803,THREE,heartsails,Jul 04 2018,THIS ALL IS SO SAD WHILE I AM JUST HERE READING WITH A BLANK FACE.. JDKDNMC I M SO COLD HEARTED SOMETIMES HAHA ,0.145,0.727,0.128,-0.101
1804,THREE,MoonyChris,Jul 04 2018,Loved the chapter! I can't wait to see what Demeter and Persephone look like! I think that Persephone will leave. I don't know if I'm right  but I think she will leave. And don't forget...   Hades + Persephone   =  Hersephone ,0.065,0.807,0.129,0.5242
1805,THREE,MoonyChris,Jul 04 2018,Persephone because Demeter sometimes acts likes ( Excuse my language ) she has a stick up her booty and wants everything to be perfect. ,0.0,0.698,0.302,0.7783
1806,THREE,MoonyChris,Jul 04 2018,. . . Will she leave? O.o ,0.6,0.4,0.0,-0.25
1807,THREE,_lovepenny,Jul 04 2018,and BOOM  a completely different take I haven't seen on Persephone  I love it ,0.0,0.704,0.296,0.6369
1808,THREE,MoonyChris,Jul 04 2018, ( ,0.0,0.0,0.0,0.0
1809,THREE,_lovepenny,Jul 04 2018,oh  Demeter. ,0.0,1.0,0.0,0.0
1810,THREE,MoonyChris,Jul 04 2018,YAS HONTEE ,0.0,1.0,0.0,0.0
1811,THREE,MoonyChris,Jul 04 2018,Yes this is what she wants ,0.0,0.649,0.351,0.4019
1812,THREE,MoonyChris,Jul 04 2018,Come on  Demeter. You don't have a stick up your butt  so stop acting like it. Not everyone is the greatest that ever lived ,0.096,0.67,0.233,0.6246
1813,THREE,MoonyChris,Jul 04 2018,Yeah  she is meant to be the QUEEN OF DEATH ,0.312,0.539,0.148,-0.5319
1814,THREE,MoonyChris,Jul 04 2018,Scary  but. Cool ,0.347,0.165,0.488,0.2144
1815,THREE,MoonyChris,Jul 04 2018,Persephone... ,0.0,1.0,0.0,0.0
1816,THREE,seeyuhrah,Jun 29 2018,Sangria wine ey moving side to side ,0.0,1.0,0.0,0.0
1817,THREE,boimccall,Jun 26 2018,I forgot how much I love Greek mythology ,0.0,0.543,0.457,0.6369
1818,THREE,klarasofe,Jun 19 2018,THIS IS SO FREAKIN COOL I LOVED IT ,0.0,0.426,0.574,0.7745
1819,THREE,olympuses,Jun 18 2018,I love dark Persephone ugh I'm so happy ,0.187,0.267,0.546,0.7501
1820,THREE,olympuses,Jun 18 2018,This is such an interesting take????? Your adaptations of the gods are incredible?????? Your mind??????? ,0.0,0.793,0.207,0.5661
1821,THREE,olympuses,Jun 18 2018,Oooooh this is so interesting ,0.0,0.534,0.466,0.541
1822,THREE,runningrightback,Jun 14 2018,i hate the feeling of disappointment ,0.667,0.19,0.143,-0.7579
1823,THREE,runningrightback,Jun 14 2018,wow i love this ,0.0,0.111,0.889,0.8402
1824,THREE,MissMarleneYoung,May 13 2018,ahh i love this so much ,0.0,0.488,0.512,0.6369
1825,THREE,TheLlamaPope,May 08 2018,THEY'RE MEANT TO BEEEE ,0.0,1.0,0.0,0.0
1826,THREE,TheLlamaPope,May 08 2018,Okay m e ,0.0,0.0,1.0,0.2263
1827,THREE,catalysing,Apr 19 2018,incredible ,0.0,1.0,0.0,0.0
1828,THREE,vintagebeats,Apr 11 2018,Oooo ,0.0,1.0,0.0,0.0
1829,THREE,amessofwords,Mar 31 2018, revolving hearts  revolving hearts  revolving hearts  ,0.0,1.0,0.0,0.0
1830,THREE,sarcasticbitchQueen,Mar 29 2018,Creepy  but totally adorable soulmate bond that the Fates seem to always know about but never seem to tell anyone about. Check! ,0.0,0.649,0.351,0.9153
1831,THREE,Ashia234,Mar 25 2018,I like Persephone because she has this edge to her and she is not afraid to speak her mind. ,0.0,0.872,0.128,0.3612
1832,THREE,Ashia234,Mar 25 2018,Let's travel the darkness together Persephone. ,0.286,0.714,0.0,-0.25
1833,THREE,gulabjamuns,Mar 21 2018,Don't be so confident ,0.0,0.422,0.578,0.6269
1834,THREE,gulabjamuns,Mar 21 2018,...why did I suddenly get reminded of Dany? ,0.0,1.0,0.0,0.0
1835,THREE,gulabjamuns,Mar 21 2018,damn she really does belong with the dead... @rubyruins I love your take on Persephone ,0.143,0.635,0.222,0.3612
1836,THREE,gulabjamuns,Mar 21 2018,She is meant to be Queen of the Underworld ,0.0,1.0,0.0,0.0
1837,THREE,Pearsann,Mar 19 2018,Just dip girl common  you can do it  I believe in you ,0.0,1.0,0.0,0.0
1838,THREE,reverielles,Mar 08 2018,demeter  no doubt... I'M KIDDING shes a boatload ,0.236,0.536,0.229,-0.0173
1839,THREE,reverielles,Mar 08 2018,be my guest persephone ,0.0,1.0,0.0,0.0
1840,THREE,reverielles,Mar 08 2018,not every woman has to be a flower ,0.0,1.0,0.0,0.0
1841,THREE,reverielles,Mar 08 2018,this is the cry of every parent nowadays ,0.307,0.693,0.0,-0.4767
1842,THREE,reverielles,Mar 08 2018,demeter  chill  not everyone is as skilled as thy ,0.0,1.0,0.0,0.0
1843,THREE,reverielles,Mar 08 2018,like blood ,0.0,0.286,0.714,0.3612
1844,THREE,sunflowerlies,Mar 03 2018,maybe it's because she was destined to marry death himself  winking face  ,0.262,0.738,0.0,-0.5994
1845,THREE,collaterals,Feb 11 2018,I'm glad you understand your nature. ,0.0,0.625,0.375,0.4588
1846,THREE,collaterals,Feb 11 2018,She can blossom death  not dead flowers  Demeter. ,0.292,0.45,0.258,-0.1174
1847,THREE,collaterals,Feb 11 2018,My Bedroom again?!?!? ,0.0,1.0,0.0,0.0
1848,THREE,suga-crush,Feb 10 2018,They are both amazing ,0.0,0.441,0.559,0.5859
1849,THREE,Vixeeey56,Feb 09 2018,This is so lovely ,0.0,0.381,0.619,0.7065
1850,THREE,-ater-,Feb 09 2018,Can I say  I like Persephone and All and yes  as @ofdivinity said  she will be a fierce and beautiful queen. But  I gotta say  Demeter.  Because there's something sinister about her smile ,0.099,0.608,0.294,0.7717
1851,THREE,-ater-,Feb 09 2018,*Swooning* This is the most beautiful line I've heard in this book ,0.0,0.724,0.276,0.6361
1852,THREE,-ater-,Feb 09 2018,She's not meant for life  nor to breathe life. She's not meant to be in the meadow  full of vibrant hues.  She's meant for death  to be his Queen  his Lover. She's made to kill  to destroy life. To feel the last trickle of life leaving. She's meant to be with him  in a palace  filled with gold and diamonds; the smell of death  misery and sadness  like a perfume  clinging onto their souls. She's made to rule with her king. For Death is A Lover  who lives for her. ,0.228,0.655,0.116,-0.9325
1853,THREE,-ater-,Feb 09 2018, smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.5,0.5,0.7184
1854,THREE,-ater-,Feb 09 2018,I love the words on the cover!!!! ,0.0,0.482,0.518,0.7482
1855,THREE,ofdivinity,Feb 09 2018,Persephone! I can see the badassery stirring in her. She will be a beautiful and fierce Queen. I love this!! You are an amazing author.  red heart  ,0.0,0.622,0.378,0.9297
1856,THREE,ofdivinity,Feb 09 2018,Oh shît that was so beautiful ,0.0,0.5,0.5,0.7177
1857,THREE,ofdivinity,Feb 09 2018,Leave my baby alone! ,0.636,0.364,0.0,-0.3595
1858,THREE,ofdivinity,Feb 09 2018,They are little emo soulmates  red heart  ,0.0,1.0,0.0,0.0
1859,FOUR,kyouka_suigetsu_,Nov 21 2020,Lmaoo burnnnn ,0.0,1.0,0.0,0.0
1860,FOUR,KiraNaberrie,Nov 17 2020,yeah about that  202 is gonna been rough for you then ,0.0,0.82,0.18,0.296
1861,FOUR,blue_eye56,Nov 09 2020,damn that was one hell of a burn ,0.593,0.407,0.0,-0.8074
1862,FOUR,blue_eye56,Nov 09 2020,Umm okay then I guess ,0.0,0.612,0.388,0.2263
1863,FOUR,zuzypiia,Oct 10 2020,DAMN THE BURN  ZEUS. ,0.474,0.526,0.0,-0.4019
1864,FOUR,zuzypiia,Oct 10 2020,ohoho wait till he deals with the overpopulation of the 21st century. ,0.0,1.0,0.0,0.0
1865,FOUR,zuzypiia,Oct 10 2020,yanderedere  eyes  ,0.0,1.0,0.0,0.0
1866,FOUR,mafiamenwhore,Sep 29 2020,OOP TELL HIM HOW IT IS ,0.0,1.0,0.0,0.0
1867,FOUR,mafiamenwhore,Sep 29 2020,I LOVE HIM AHG ,0.0,0.323,0.677,0.6369
1868,FOUR,sinisterserene,Sep 19 2020,That was hot! ,0.0,1.0,0.0,0.0
1869,FOUR,memorydoll_,Sep 11 2020,girl wtf ,0.792,0.208,0.0,-0.5859
1870,FOUR,nyxiekitsune,Sep 02 2020,WHAT ,0.0,1.0,0.0,0.0
1871,FOUR,ladysartemis,Aug 24 2020,Savage ,1.0,0.0,0.0,-0.4588
1872,FOUR,ladysartemis,Aug 24 2020,Ok  but that was hot ,0.0,0.714,0.286,0.1531
1873,FOUR,ladysartemis,Aug 24 2020,Jesus! ,0.0,1.0,0.0,0.0
1874,FOUR,ladysartemis,Aug 24 2020,Nice ,0.0,0.0,1.0,0.4215
1875,FOUR,Lollipoppurple15,Aug 12 2020,Buuuuurrrnnn ,0.0,1.0,0.0,0.0
1876,FOUR,Lollipoppurple15,Aug 12 2020,And Hades is the bad god ,0.365,0.417,0.219,-0.34
1877,FOUR,theautumnhallows,Aug 04 2020,Hades just spells SHADE! ,0.0,1.0,0.0,0.0
1878,FOUR,Bxtch_178,Aug 02 2020,The SHADE ,0.0,1.0,0.0,0.0
1879,FOUR,daisy_nightmares,Jul 17 2020,Poseidon lol ,0.0,0.263,0.737,0.4215
1880,FOUR,yousra_fdil,Jul 12 2020, hot face  hot face  ,0.0,1.0,0.0,0.0
1881,FOUR,angvstvi,Jul 08 2020,emo gods >>>> ,0.0,1.0,0.0,0.0
1882,FOUR,angvstvi,Jul 08 2020,GO OFF HADES ,0.0,1.0,0.0,0.0
1883,FOUR,angvstvi,Jul 08 2020,lmao this was funny to visualize ,0.0,0.37,0.63,0.7783
1884,FOUR,angvstvi,Jul 08 2020,she's evil ,0.815,0.185,0.0,-0.6597
1885,FOUR,orangutanga,Jul 04 2020,Wait how old are these guys? ,0.0,1.0,0.0,0.0
1886,FOUR,sweetandboujee,Jun 23 2020,I forgot Greek Myth is basically incest  loudly crying face  face with tears of joy  ,0.253,0.556,0.192,-0.0516
1887,FOUR,haish_,Jun 22 2020,i- sure dite sure ,0.0,0.303,0.697,0.5574
1888,FOUR,cadocadont,Jun 10 2020,I really wish I could use words like that ,0.0,0.477,0.523,0.6697
1889,FOUR,cadocadont,Jun 10 2020,Ever the optimist  face with tears of joy  face with tears of joy  ,0.167,0.351,0.482,0.8481
1890,FOUR,cadocadont,Jun 10 2020,Bitch wtf ,1.0,0.0,0.0,-0.8225
1891,FOUR,cadocadont,Jun 10 2020,Ok wait so he's pale af!? I love love love ,0.0,0.249,0.751,0.9441
1892,FOUR,cadocadont,Jun 10 2020,Who called you  face with tears of joy  woman raising hand light skin tone  ,0.095,0.553,0.352,0.7269
1893,FOUR,cadocadont,Jun 10 2020,Holy fuck,0.778,0.222,0.0,-0.5423
1894,FOUR,USE_PROTECTION_KIDS,May 24 2020, teacup without handle  teacup without handle  teacup without handle  ,0.0,1.0,0.0,0.0
1895,FOUR,maiyok,May 19 2020,o to see without my eyes ,0.0,1.0,0.0,0.0
1896,FOUR,n0_n4me104,May 11 2020,damnn ,0.0,1.0,0.0,0.0
1897,FOUR,WICKEDAYS,May 06 2020,Dayumm ,0.0,1.0,0.0,0.0
1898,FOUR,1-800-holic,May 03 2020,LMFAO ,0.0,0.0,1.0,0.5423
1899,FOUR,1-800-holic,May 03 2020,i can't believe she is my godly parent  i ,0.0,1.0,0.0,0.0
1900,FOUR,a_samwinchester,Apr 29 2020,I'll never get used to the amount of incest In Greek mythology ,0.0,1.0,0.0,0.0
1901,FOUR,a_samwinchester,Apr 29 2020,I love crazy ,0.364,0.0,0.636,0.4215
1902,FOUR,Blonde_Moments101,Apr 28 2020,Do you have more than one? neutral face  ,0.0,1.0,0.0,0.0
1903,FOUR,armb6276,Apr 26 2020,and that's on loyalty  kissing face  raised fist  ,0.0,0.455,0.545,0.802
1904,FOUR,ReneeWar,Apr 15 2020,Zeus   clown face  clown face  ,0.0,1.0,0.0,0.0
1905,FOUR,ReneeWar,Apr 15 2020, skull  skull  skull  ,0.0,1.0,0.0,0.0
1906,FOUR,sinfulclown,Apr 11 2020,he didn't have to pop off like that  pensive face   but he did and i loved it. ,0.0,0.612,0.388,0.8047
1907,FOUR,auroradawnx,Apr 03 2020,I'm sorry I still love hEr ,0.153,0.353,0.494,0.5994
1908,FOUR,botceribot101,Mar 28 2020,Shade ,0.0,1.0,0.0,0.0
1909,FOUR,Abercrombiep,Mar 23 2020, kissing face  ,0.0,0.213,0.787,0.5719
1910,FOUR,TheBatmanWhoLaughs,Mar 10 2020,Hades got p u n s ,0.0,1.0,0.0,0.0
1911,FOUR,MerciMeyo,Feb 18 2020,Oop- eye  mouth  eye  ,0.0,1.0,0.0,0.0
1912,FOUR,MerciMeyo,Feb 18 2020,Y'all  this guy already snatched my heart ,0.0,1.0,0.0,0.0
1913,FOUR,Blobbehh,Feb 15 2020,Oh lord I hope she dies ,0.0,0.58,0.42,0.4404
1914,FOUR,Love_fantic,Feb 05 2020, kissing face  eyes  ,0.0,0.351,0.649,0.5719
1915,FOUR,PORK_BUNS,Jan 21 2020,What a yandere ,0.0,1.0,0.0,0.0
1916,FOUR,daeneryxs,Jan 14 2020,LMAOOO DAMN ,0.73,0.27,0.0,-0.4019
1917,FOUR,urcyanide,Dec 05 2019, pleading face  pleading face  pleading face  ,0.0,1.0,0.0,0.0
1918,FOUR,CupidShermainee,Nov 03 2019,lOve him ,0.0,0.192,0.808,0.6369
1919,FOUR,chaotichearts-,Oct 19 2019,Oooh damn ,0.73,0.27,0.0,-0.4019
1920,FOUR,henotic,Oct 10 2019,I hate Demeter. ,0.787,0.213,0.0,-0.5719
1921,FOUR,MrPuff,Sep 30 2019,HE WENT FOR THE JUGULAR damn ,0.351,0.649,0.0,-0.4019
1922,FOUR,MrPuff,Sep 30 2019,these bros relationships is everything ,0.0,1.0,0.0,0.0
1923,FOUR,MrPuff,Sep 30 2019,ironic ,1.0,0.0,0.0,-0.128
1924,FOUR,moon-ligxht,Sep 15 2019,DAAAMMMNNNN ,0.0,1.0,0.0,0.0
1925,FOUR,BedAndRead,Sep 10 2019,I don't get it. She's married but shes so hung up on Hermes. How do her man feel about this? ,0.0,1.0,0.0,0.0
1926,FOUR,venusexual,Aug 30 2019,why am i SO in love with him??? ,0.0,0.512,0.488,0.7727
1927,FOUR,venusexual,Aug 30 2019,i can feel the love ,0.0,0.417,0.583,0.6369
1928,FOUR,venusexual,Aug 30 2019,isn't it like that anyways? ppl die every goddamn minute or sth like that >.> ,0.505,0.495,0.0,-0.8812
1929,FOUR,venusexual,Aug 30 2019,wow that's a nasty move ,0.383,0.213,0.404,0.0516
1930,FOUR,venusexual,Aug 30 2019,don't insult my gal ,0.0,0.526,0.474,0.4023
1931,FOUR,venusexual,Aug 30 2019,he's quick ,0.0,1.0,0.0,0.0
1932,FOUR,venusexual,Aug 30 2019,SASSY BITCH! i love him already ,0.401,0.249,0.349,-0.1593
1933,FOUR,DaisyMae19,Aug 24 2019,AND THATS RIGHT ,0.0,1.0,0.0,0.0
1934,FOUR,moonandstarsishy,Jul 16 2019,DRAG HIM ,0.655,0.345,0.0,-0.2263
1935,FOUR,moonandstarsishy,Jul 16 2019,Same ,0.0,1.0,0.0,0.0
1936,FOUR,StarryyNightmare,Jul 13 2019,I'm in love with him  if Zeus daughter won't marry him I WILL ,0.0,0.724,0.276,0.6369
1937,FOUR,StarryyNightmare,Jul 13 2019,SALUTE PLEASE ,0.0,0.303,0.697,0.3182
1938,FOUR,ajebota_queen,Jul 03 2019,Stunning imagery and symbolism. ,0.0,0.536,0.464,0.3818
1939,FOUR,ajebota_queen,Jul 03 2019,Again  heart-wrenchingly beautiful. ,0.0,0.339,0.661,0.5994
1940,FOUR,ajebota_queen,Jul 03 2019,So we'll be marrying our niece? Glorious. ,0.0,0.588,0.412,0.6369
1941,FOUR,ajebota_queen,Jul 03 2019,Like  all siblings relating to this. ,0.0,0.667,0.333,0.3612
1942,FOUR,ajebota_queen,Jul 03 2019,I despise Aphrodite  no matter how vivid her characterisation. I like the way you embody people not only by how they look  but also by how objects like pearls and trilling laughter sum up their personality. ,0.079,0.672,0.248,0.7935
1943,FOUR,ajebota_queen,Jul 03 2019,Ha ha. Pot calling the kettle black  Hades. ,0.0,0.556,0.444,0.5859
1944,FOUR,ajebota_queen,Jul 03 2019,Zeus 's handsomeness  however encompassing and bright and cherubic  does not shield his  scratchy character from the light. ,0.0,0.717,0.283,0.743
1945,FOUR,orphiicc,Jun 19 2019,ok- this description though ? It just keeps getting better and better  you weave these characters so well each sentence deserves to be in a museum ,0.0,0.607,0.393,0.8835
1946,FOUR,eyeamwatchingyou,Jun 04 2019,DAMN  Hades! ,0.788,0.212,0.0,-0.5754
1947,FOUR,eyeamwatchingyou,Jun 04 2019,This b*tch is damn crazy  man. Like  I would certainly appreciate it if she did all that for some other thing  but simce she did it for love... nah ,0.159,0.678,0.163,0.0387
1948,FOUR,sunflowerlies,Jun 02 2019,It's so weird to think of their relationships ,0.222,0.778,0.0,-0.2484
1949,FOUR,sunflowerlies,Jun 02 2019,Oop ,0.0,1.0,0.0,0.0
1950,FOUR,burgundoise,Jun 01 2019,Slow chapter  fast paced... we love it all! Also  Aphrodite is such a schemer  it makes me want to cry tears of joy. She's just the perfect level of petty. Also  poor Zeus. He's almost as disgruntled as Hades is. Now  oh where could Zeus' wifey be?  Nonetheless  I really love this story. It's just the right amount of dark  but lightweight. I would definitely recommend it to my sibling's preteen friends. Just to make them cringe at the romance but absolutely love the drama! Once again  another amazing -- though slow paced -- chapter! ,0.057,0.627,0.316,0.9881
1951,FOUR,sinfulclown,May 13 2019,and I oop- ,0.0,1.0,0.0,0.0
1952,FOUR,-gardenofeden-,May 04 2019,l a n g u a g e ,0.0,0.0,0.0,0.0
1953,FOUR,hiraetherealzz,May 02 2019,zeus got roasted lmao ,0.0,0.435,0.565,0.5994
1954,FOUR,hiraetherealzz,May 02 2019,YES ,0.0,0.0,1.0,0.4019
1955,FOUR,solntserises,Apr 19 2019,ROASTTTT ,0.0,1.0,0.0,0.0
1956,FOUR,solntserises,Apr 19 2019,Lol  as I already said  she's the embodiment of one of my classmates ,0.0,0.797,0.203,0.4215
1957,FOUR,theophorous,Mar 31 2019,Overall  I'm really enjoying this story. You write so beautifully. There are some errors here and there — little things that do not distract from the overall chapter  especially considering the amble genre and the settings you've created. ,0.051,0.685,0.264,0.8727
1958,FOUR,theophorous,Mar 31 2019,Aphrodite gets no kind of chill  she's literally playing a game with them all and these men are like children squabbling amongst themselves ,0.086,0.745,0.169,0.2732
1959,FOUR,EquinoxJam,Mar 20 2019,Savage in the air ,0.5,0.5,0.0,-0.4588
1960,FOUR,EquinoxJam,Mar 20 2019,Hades is something oof  sparkles  ,0.0,0.635,0.365,0.3182
1961,FOUR,EquinoxJam,Mar 20 2019, blue heart  ,0.0,1.0,0.0,0.0
1962,FOUR,uninaytion,Mar 20 2019,SAVAGEEEEEEE ,0.0,1.0,0.0,0.0
1963,FOUR,nickrobinsin,Mar 14 2019,Do you need some ice for that BURNNN?? ,0.0,1.0,0.0,0.0
1964,FOUR,melancoldy,Mar 14 2019,she is cute but psycho ,0.0,0.667,0.333,0.25
1965,FOUR,shiacer,Mar 10 2019,I am so EXCITED ,0.0,0.369,0.631,0.5308
1966,FOUR,Kiahni_C,Feb 17 2019,Mmmm when did he sit down? ,0.0,1.0,0.0,0.0
1967,FOUR,Kiahni_C,Feb 17 2019,Lmfao she ain't playin'  face with tears of joy  face with tears of joy  face with tears of joy  ,0.175,0.368,0.457,0.9042
1968,FOUR,romanticismskiss,Feb 16 2019,Same. Love me some disgruntled mans ,0.0,0.543,0.457,0.6369
1969,FOUR,romanticismskiss,Feb 16 2019,Ouch! ,0.0,1.0,0.0,0.0
1970,FOUR,romanticismskiss,Feb 16 2019,These gods be trippin for real ,0.0,1.0,0.0,0.0
1971,FOUR,romanticismskiss,Feb 16 2019,And she shall appear ,0.0,1.0,0.0,0.0
1972,FOUR,romanticismskiss,Feb 16 2019,lol ,0.0,0.0,1.0,0.4215
1973,FOUR,_JustAnotherIdiot,Feb 12 2019,Damn ,1.0,0.0,0.0,-0.4019
1974,FOUR,_JustAnotherIdiot,Feb 12 2019,This is why I love her ,0.0,0.488,0.512,0.6369
1975,FOUR,_JustAnotherIdiot,Feb 12 2019,That's just low. I mean it's true but you didn't have to go there ,0.107,0.761,0.131,0.09
1976,FOUR,_JustAnotherIdiot,Feb 12 2019, face with tears of joy  face with tears of joy  face with tears of joy  Poseidon is bae ,0.196,0.412,0.392,0.8271
1977,FOUR,_JustAnotherIdiot,Feb 12 2019,You can't help but love her ,0.607,0.393,0.0,-0.7336
1978,FOUR,_JustAnotherIdiot,Feb 12 2019,Hey daddy ,0.0,1.0,0.0,0.0
1979,FOUR,fakejuliet,Feb 04 2019,I love her. ,0.0,0.192,0.808,0.6369
1980,FOUR,fakejuliet,Feb 04 2019,*****  WAR CRY  ***** ,0.809,0.191,0.0,-0.8579
1981,FOUR,faywritr,Jan 29 2019,Saavaageee... ,0.0,1.0,0.0,0.0
1982,FOUR,faywritr,Jan 29 2019,These have to be the most hilarious gods. They'd make a great comedy series!  face with tears of joy  ,0.066,0.455,0.479,0.915
1983,FOUR,faywritr,Jan 29 2019,Can I just say that I love this so much? ,0.0,0.625,0.375,0.6369
1984,FOUR,faywritr,Jan 29 2019,I love how she's a love-lusting psychopath! ,0.0,0.471,0.529,0.6696
1985,FOUR,stephgalla25,Jan 19 2019,Damn  Hades ROASTED the living Hell out of his brother ,0.477,0.523,0.0,-0.8074
1986,FOUR,stephgalla25,Jan 19 2019,Dang she's crazy for love ,0.25,0.312,0.438,0.4215
1987,FOUR,4llyxox,Jan 19 2019,Em no thanks  don't like u ,0.468,0.217,0.315,-0.1053
1988,FOUR,4llyxox,Jan 19 2019,YASSS I HAVE CHAPTERS TO CATCH UP ON ,0.0,1.0,0.0,0.0
1989,FOUR,PrincessSaiahCheng,Jan 17 2019,Boom!  Zeus got ROASTED!   face with tears of joy  ,0.143,0.527,0.33,0.5399
1990,FOUR,iloojin,Jan 13 2019,When I see those kind of people  I am always speechless. I don't know how to describe them ,0.0,1.0,0.0,0.0
1991,FOUR,iloojin,Jan 13 2019,Alright Hephaestus is Aphrodite ,0.0,0.6,0.4,0.25
1992,FOUR,bxndersnatch,Jan 12 2019,I knew Aprodite was crazy for love but not cuckoo crazy ,0.333,0.486,0.181,-0.296
1993,FOUR,shamavad123,Jan 11 2019,Okay  she is CRAZY. And not in a good way. ,0.412,0.446,0.141,-0.5631
1994,FOUR,GhostWriterGirl-1,Jan 08 2019,Damn  Zeus got ROASTED! ,0.499,0.501,0.0,-0.4574
1995,FOUR,GhostWriterGirl-1,Jan 08 2019,Okay  I am now imaging Margot Robbie playing Aphrodite ,0.0,0.619,0.381,0.4019
1996,FOUR,GhostWriterGirl-1,Jan 08 2019,Code red  code red  we have a psycho goddess of love on our hands! ,0.0,0.728,0.272,0.6696
1997,FOUR,Nnenna_1509,Jan 07 2019,Damn he threw Zeus under the damn tree ,0.474,0.526,0.0,-0.6597
1998,FOUR,reigningdays,Jan 07 2019,this is a whole new level of insanity ,0.381,0.619,0.0,-0.5719
1999,FOUR,gvylnn,Jan 06 2019,This bish cray cray ,0.0,1.0,0.0,0.0
2000,FOUR,gvylnn,Jan 06 2019,what the actual- ,0.0,1.0,0.0,0.0
2001,FOUR,evabrighis,Jan 03 2019,how much i already love him  no one can tell ,0.164,0.522,0.313,0.4588
2002,FOUR,lostchildofWakanda,Dec 30 2018,Honeeeeeyy ,0.0,1.0,0.0,0.0
2003,FOUR,ulmeogi,Dec 27 2018,you did whAT ,0.0,1.0,0.0,0.0
