,Chapter Name,Username,Date,Text,Negative,Neutral,Positive,Compound
7792,FORTY EIGHT,I-ouch,Sep 14 2020,YOU CANT DO THIS TO ME ,0.0,1.0,0.0,0.0
7793,FORTY EIGHT,aeon_day,Sep 13 2020,wtf ,1.0,0.0,0.0,-0.5859
7794,FORTY EIGHT,SilentKiller258,Sep 13 2020,I-i loudly crying face  loudly crying face  sneezing face  I think I will never be able to think of hades as someone evil in other stories from now on loudly crying face  he is just...AHHHHH! HE DON'T DESERVE THIS  AUTHOR.! Perse don't deserve this...... Their daughter don't deserve this.... My heart is crying loudly crying face  broken heart  ,0.325,0.675,0.0,-0.9738
7795,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,NOOOO I WANT THEM TO REUNITE  HEAL TOGETHER AND RAISE THEIR DAUGHTER TOGETHER  loudly crying face  loudly crying face  loudly crying face  loudly crying face  ,0.371,0.568,0.061,-0.8851
7796,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,Now Dynasty AND Evermore is playing in my mind and they fit so tragically well loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  ,0.478,0.424,0.098,-0.9798
7797,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020, loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  crying face  crying face  crying face  crying face  ,0.666,0.334,0.0,-0.9796
7798,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,MY HEART IS BREAKING WHY ARE YOU DOING THIS  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  ,0.449,0.551,0.0,-0.9382
7799,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,NO NO YOU'RE PERFECT FOR EACH OTHER  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  ,0.537,0.352,0.111,-0.9426
7800,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,YES YES ,0.0,0.0,1.0,0.6597
7801,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,OMG OMG OMG ,0.0,1.0,0.0,0.0
7802,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,AHAHAHAHAHAHA HADES ,0.0,1.0,0.0,0.0
7803,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,AHHHHHHHHHHHHHHH ,0.0,1.0,0.0,0.0
7804,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,AKQKQOQIQIQJAJAJSJSW ,0.0,1.0,0.0,0.0
7805,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,AKQJQQJQUQUAHSHAG ,0.0,1.0,0.0,0.0
7806,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020, loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  ,0.608,0.392,0.0,-0.967
7807,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020, loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  ,0.608,0.392,0.0,-0.9796
7808,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,For once  I like you Hera ,0.0,0.615,0.385,0.3612
7809,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,Awww Hecate  smiling face with 3 hearts  smiling face with 3 hearts  ,0.0,0.571,0.429,0.7184
7810,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,AKAKQJQUWYWYSGAGQGQGAGSGAGQGW ,0.0,1.0,0.0,0.0
7811,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,WJAHAGAGAGASGSG ,0.0,1.0,0.0,0.0
7812,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,I want them to stay together  but I also know it is for the best so that Perse can heal ,0.0,0.697,0.303,0.7876
7813,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,Just like faery fruit—if you eat it  you can't leave the faery realm ,0.0,0.751,0.249,0.3915
7814,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,Goddess-level writing  woman bowing  woman bowing  ,0.0,1.0,0.0,0.0
7815,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,OOOOOH YES! ,0.0,0.251,0.749,0.4574
7816,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,Please let it be what I think it is ,0.0,0.753,0.247,0.3182
7817,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,IS IT POMEGRANATE TIME?! ,0.0,1.0,0.0,0.0
7818,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,I WANT THEM TO BE TOGETHER  loudly crying face  loudly crying face  loudly crying face  loudly crying face  ,0.469,0.454,0.077,-0.8851
7819,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,YES YES PLEASE LET HER STAY ,0.0,0.28,0.72,0.7717
7820,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,Yes and kill the first two. Slowly and painfully ,0.482,0.357,0.161,-0.7506
7821,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,Same Hades same ,0.0,1.0,0.0,0.0
7822,FORTY EIGHT,GhostWriterGirl-1,Sep 13 2020,I'M HERE AND I'M NOT READY ,0.297,0.703,0.0,-0.2755
7823,FORTY EIGHT,ofdivinity,Sep 13 2020,Oof I would have given her that pomegranate too I don't blame him  grimacing face  ,0.0,0.73,0.27,0.4717
7824,FORTY EIGHT,ofdivinity,Sep 13 2020,Bro again with making me WEEP ,0.47,0.53,0.0,-0.6633
7825,FORTY EIGHT,ofdivinity,Sep 13 2020,Wtf YALL ARE PERFECT ZIP IT HADES ,0.287,0.378,0.335,0.1613
7826,FORTY EIGHT,ofdivinity,Sep 13 2020,Aww mama  smiling face with 3 hearts  ,0.0,0.625,0.375,0.4588
7827,FORTY EIGHT,ofdivinity,Sep 13 2020,Doesn't she need to leave to heal tho?? ,0.182,0.818,0.0,-0.1431
7828,FORTY EIGHT,ofdivinity,Sep 13 2020,Ooo ze pomegranate ,0.0,1.0,0.0,0.0
7829,FORTY EIGHT,fant-asy,Sep 13 2020,Sooo fvcking beautiful...I can feel their love radiating from this phone. That's how amazing this book is loudly crying face  ,0.11,0.605,0.285,0.7096
7830,FORTY EIGHT,fant-asy,Sep 13 2020, loudly crying face  loudly crying face  loudly crying face  ,0.608,0.392,0.0,-0.8519
7831,FORTY EIGHT,hiddenlikemoon,Sep 13 2020,OH OH ,0.0,1.0,0.0,0.0
7832,FORTY EIGHT,KRONBLADE,Sep 13 2020,Ruby... what the hell  you made me cry ,0.562,0.438,0.0,-0.8271
7833,FORTY EIGHT,KRONBLADE,Sep 13 2020,I'm agreeing with him just because he cares about Perse ,0.0,0.597,0.403,0.6597
7834,FORTY EIGHT,KRONBLADE,Sep 13 2020,HOLY ,0.0,1.0,0.0,0.0
7835,FORTY EIGHT,KRONBLADE,Sep 13 2020,I'm not ready ,0.513,0.487,0.0,-0.2755
7836,FORTY EIGHT,lumosey,Sep 13 2020,Wait but why forever??? I thought they were just taking a break   o ,0.0,1.0,0.0,0.0
7837,FORTY EIGHT,lumosey,Sep 13 2020,YES ,0.0,0.0,1.0,0.4019
7838,FORTY EIGHT,staymelanated,Sep 13 2020,THAT'S IT I'M EXITING THE UNIVERSE NOW BECAUSE MY HEART HURTSSSSSS ,0.0,1.0,0.0,0.0
7839,FORTY EIGHT,lumosey,Sep 13 2020,Oooooh nooo ,0.0,1.0,0.0,0.0
7840,FORTY EIGHT,mystical_me123,Sep 13 2020,is this the end of the book?? I really hope not  ((( ,0.0,0.738,0.262,0.5504
7841,FORTY EIGHT,Lollipoppurple15,Sep 13 2020,He can't go back to being sad ,0.341,0.659,0.0,-0.4767
7842,FORTY EIGHT,Lollipoppurple15,Sep 13 2020,Nooooo ,0.0,1.0,0.0,0.0
7843,FORTY EIGHT,Lollipoppurple15,Sep 13 2020,I love this nickname with my life  crying face  ,0.233,0.451,0.316,0.2732
7844,FORTY EIGHT,RubyWings,Sep 13 2020,I love that he loves her too much to trick her! ,0.073,0.427,0.5,0.8398
7845,FORTY EIGHT,Lollipoppurple15,Sep 13 2020,Thank you Hera ,0.0,0.444,0.556,0.3612
7846,FORTY EIGHT,DrDoomsday75,Sep 13 2020,So is the book done? ,0.0,1.0,0.0,0.0
7847,FORTY EIGHT,Gold_dots,Sep 13 2020,She's not coming back? ,0.0,1.0,0.0,0.0
7848,FORTY EIGHT,Jenna_Jamerso,Sep 13 2020,Please no  loudly crying face  ,0.552,0.208,0.24,-0.4588
7849,FORTY EIGHT,Jenna_Jamerso,Sep 13 2020,Is the book complete? ,0.0,1.0,0.0,0.0
7850,FORTY EIGHT,Lollipoppurple15,Sep 13 2020,No  Hades no ,0.815,0.185,0.0,-0.5267
7851,FORTY EIGHT,Lollipoppurple15,Sep 13 2020,Ooooohhh. It's about to go down ,0.0,1.0,0.0,0.0
7852,FORTY EIGHT,Greedy_Brede,Sep 13 2020,WAIT THE BOOK IS OVER OVER...LIKE COMPLETE ,0.0,1.0,0.0,0.0
7853,FORTY EIGHT,Gold_dots,Sep 13 2020,Thx for the update ,0.0,0.545,0.455,0.3612
7854,FORTY EIGHT,DrDoomsday75,Sep 13 2020,Wait is that actually it or just a temporary that's it ,0.0,1.0,0.0,0.0
7855,FORTY NINE,zuzypiia,Oct 24 2020,SELF HARM IS NOT THE ANSWER PLEASE PERSE ,0.477,0.523,0.0,-0.6664
7856,FORTY NINE,mirubyjane,Oct 15 2020,I know this is just a retelling but dang  Hera deserved more than an unfaithful husband  // ,0.0,1.0,0.0,0.0
7857,FORTY NINE,SilentKiller258,Sep 30 2020,No words to explain how awestruck I am with this story and your writing clapping hands medium-light skin tone  beating heart  raising hands  That's it! I am officially in love with Greek mythology without even reading the real story♡  <3 This story is soo underrated I can't believe it!! What the fvck is wrong with wattpaders these days expressionless face  GIVE THE AUTHOR SOME WELL DESERVED CREDIT GUYSS...! ,0.103,0.718,0.179,0.7983
7858,FORTY NINE,ofdivinity,Sep 29 2020,Random question  since Persephone and Hades agreed they would not be together anymore  does that mean he's not going to see his daughter when she's born?? ,0.0,0.91,0.09,0.3527
7859,FORTY NINE,n0_n4me104,Sep 29 2020,I have no words to express how amazing of a writer you are smiling face with heart-eyes  ,0.105,0.571,0.324,0.6808
7860,FORTY NINE,n0_n4me104,Sep 29 2020,The writing is just- red heart  red heart  red heart  ,0.0,1.0,0.0,0.0
7861,FORTY NINE,kellyj_tsai,Sep 28 2020,OMFG IM IN LOVE W THIS BOOK ,0.0,0.543,0.457,0.6369
7862,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,Same here  and that they'll reunite with Hades and be a happy family again ,0.0,0.764,0.236,0.5719
7863,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,Take your time! Quality takes over quantity any time of the day! It was an amazing chapter  and I am going to be so sad when this beautiful story is over!  (But she'll reunite with Hades again  right? RIGHT??) ,0.083,0.728,0.189,0.729
7864,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,THIS WAS SO AMAZING AND SAD ,0.294,0.349,0.357,0.1851
7865,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,I love how you evolved Perse into being the goddess of spring! ,0.0,0.69,0.31,0.6696
7866,FORTY NINE,GhostWriterGirl-1,Sep 28 2020, smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.5,0.5,0.8402
7867,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,GO BACK TO HIM PLEASE  loudly crying face  loudly crying face  loudly crying face  ,0.416,0.448,0.136,-0.7405
7868,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,So if she wasn't pregnant... NO PERSE DON'T YOU DARE THINK ABOUT COMMITTING SUICIDE! I WILL BRING YOU BACK MYSELF IF YOU DO IT! ,0.192,0.66,0.147,-0.5193
7869,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,SUCH A PRETTY LINE! ,0.0,0.364,0.636,0.5411
7870,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,So beautiful and sad  crying face  crying face  ,0.539,0.225,0.236,-0.6565
7871,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,WHY MUST YOU DO THIS TO US?!  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  ,0.482,0.518,0.0,-0.9412
7872,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,NO YOU DIDN'T DO ANYTHING PLEASE DON'T BLAME YOURSELF IT'S ALL YOUR MOTHER'S FAULT ,0.363,0.529,0.108,-0.5894
7873,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,Artemis is me  face with tears of joy  face with tears of joy  ,0.186,0.441,0.373,0.7003
7874,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,Please tell me after their daughter is born she'll go back to Hades  right? Right?  pleading face  crying face  broken heart  ,0.244,0.67,0.086,-0.644
7875,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,Perse bby  crying face  crying face  ,0.608,0.392,0.0,-0.7351
7876,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,Glad to hear that; we don't need more stress on Perse ,0.0,0.619,0.381,0.6756
7877,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,THIS WRITING IS SO BEAUTIFUL!  smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.418,0.582,0.9423
7878,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,I would do the same  he ticks me off tol ,0.0,1.0,0.0,0.0
7879,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,Same. I prefer the Underworld toward Olympus ,0.0,1.0,0.0,0.0
7880,FORTY NINE,GhostWriterGirl-1,Sep 28 2020,I'M HERE ,0.0,1.0,0.0,0.0
7881,FORTY NINE,I-ouch,Sep 28 2020,Babe you didn't do anything don't blame yourself ,0.0,0.775,0.225,0.2584
7882,FORTY NINE,Gold_dots,Sep 28 2020,https //media.tenor.com/images/c674ba98c40f6793eaf10a1356c1c36a/tenor.gif ,0.0,1.0,0.0,0.0
7883,FORTY NINE,fant-asy,Sep 27 2020,Take your time  author You don't have to write  but you still are writing it  you shouldn't be sorry even if you took 2 months to update woman gesturing NO  Btw  as always  A-MAZINGLY BEAUTIFUL  so beautifully written  how you managed to make us feel all of persephone's emotions  truly deserves a vote from us readers clapping hands medium-light skin tone  clapping hands medium-light skin tone  raising hands  ,0.047,0.734,0.219,0.9464
7884,FORTY NINE,fant-asy,Sep 27 2020,But  what about hades? confounded face  ,0.0,1.0,0.0,0.0
7885,FORTY NINE,fant-asy,Sep 27 2020,Why? A simple question-  WHY? WHY do you have to break so many hearts author? broken heart  *the sad songs playing in the background are just the icing on the cake* ,0.19,0.76,0.051,-0.7131
7886,FORTY NINE,fant-asy,Sep 27 2020,Don't tell me she is planning to live without hades for eternity flushed face  woman gesturing NO  My little heart can't bear soo much pain crying face  ,0.28,0.72,0.0,-0.8531
7887,FORTY NINE,fant-asy,Sep 27 2020,No bby pleading face  Don't worry  we all are with you  hades is with you  don't blame yourself  you have to be strong for hades  for your daughter pleading face  ,0.061,0.723,0.215,0.6749
7888,FORTY NINE,fant-asy,Sep 27 2020,What?! Wait a minute  how long have you been living away from hades...? Nooo  author  she will go back  right? Right?  pleading face  crying face  broken heart  ,0.237,0.763,0.0,-0.8152
7889,FORTY NINE,fant-asy,Sep 27 2020,*takes five minutes to squeal* I'm ready grinning face with big eyes  ,0.0,0.667,0.333,0.6124
7890,FORTY NINE,Lollipoppurple15,Sep 27 2020,Thank you for the update ,0.0,0.615,0.385,0.3612
7891,FORTY NINE,Lollipoppurple15,Sep 27 2020,Honey no ,0.688,0.312,0.0,-0.296
7892,FORTY NINE,DrDoomsday75,Sep 27 2020,If they don't get back together I'm committing a genocide ,0.0,0.86,0.14,0.0772
7893,FIFTY,magicalunicorn282,Nov 20 2020,Queen sh*t  smiling face with sunglasses  crown  sparkles  ,0.0,0.531,0.469,0.6486
7894,FIFTY,KiraNaberrie,Nov 18 2020,don't forget Hestia too! ,0.0,0.605,0.395,0.2401
7895,FIFTY,meryllazuli227,Nov 14 2020,At least it's not 100 years like COG ,0.232,0.768,0.0,-0.2755
7896,FIFTY,zuzypiia,Oct 24 2020,OHOHOHOH ,0.0,1.0,0.0,0.0
7897,FIFTY,zuzypiia,Oct 24 2020,perse I think you dropped this  crown  ,0.0,1.0,0.0,0.0
7898,FIFTY,zuzypiia,Oct 24 2020,GOD DAMN YEES YOU GO TELL HER PERSE  loudly crying face  loudly crying face  ,0.429,0.445,0.126,-0.7783
7899,FIFTY,zuzypiia,Oct 24 2020,i feel really bad for demeter though-- ,0.431,0.569,0.0,-0.5849
7900,FIFTY,fant-asy,Oct 17 2020,What happened here I don't understand... A little help plss ,0.226,0.774,0.0,-0.2596
7901,FIFTY,fant-asy,Oct 17 2020,^^ T-That is....RIGHTT I never thought abt it but now that I do...It's so fitting in this situation ,0.0,1.0,0.0,0.0
7902,FIFTY,fant-asy,Oct 17 2020,Lmaoo Delusional. Straight delusional. ,0.0,0.612,0.388,0.2263
7903,FIFTY,fant-asy,Oct 17 2020,Ohh...lemme think...               Nope  N.E.V.E.R. will do slightly smiling face  ,0.0,0.747,0.253,0.4033
7904,FIFTY,fant-asy,Oct 17 2020,I-..... ,0.0,1.0,0.0,0.0
7905,FIFTY,mirubyjane,Oct 15 2020, eyes  ,0.0,1.0,0.0,0.0
7906,FIFTY,TAINTEDSOULS-,Oct 09 2020,These wordsss  smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.55,0.45,0.8402
7907,FIFTY,ofdivinity,Oct 07 2020,I JUST SCREAMEDDDDDDD ,0.0,1.0,0.0,0.0
7908,FIFTY,ofdivinity,Oct 07 2020,I think I've passed out from the beauty of this ,0.0,0.678,0.322,0.5859
7909,FIFTY,ofdivinity,Oct 07 2020,This is not going to end well my guy  grinning face with sweat  ,0.0,0.705,0.295,0.5574
7910,FIFTY,ESJohnson,Oct 05 2020,I-- ,0.0,1.0,0.0,0.0
7911,FIFTY,ESJohnson,Oct 05 2020,dayum ,0.0,1.0,0.0,0.0
7912,FIFTY,ESJohnson,Oct 05 2020,extreme Mother Knows Best vibes rn ,0.0,0.543,0.457,0.6369
7913,FIFTY,ESJohnson,Oct 05 2020,get some ice for that burn ,0.0,1.0,0.0,0.0
7914,FIFTY,ESJohnson,Oct 05 2020,spill that tea  teacup without handle  ,0.0,1.0,0.0,0.0
7915,FIFTY,ESJohnson,Oct 05 2020,we stan  trade mark  ,0.0,1.0,0.0,0.0
7916,FIFTY,ESJohnson,Oct 05 2020,ayyyy ,0.0,1.0,0.0,0.0
7917,FIFTY,ESJohnson,Oct 05 2020, #2020isntarealyear ,0.0,1.0,0.0,0.0
7918,FIFTY,ESJohnson,Oct 05 2020,hell naw ,0.821,0.179,0.0,-0.6808
7919,FIFTY,RadBrandon,Oct 05 2020, eye  mouth  eye  ,0.0,1.0,0.0,0.0
7920,FIFTY,memorydoll_,Oct 05 2020,i'm really anticipating their reunion. it's going to be so heartbreaking pleading face  ,0.244,0.756,0.0,-0.5949
7921,FIFTY,memorydoll_,Oct 05 2020, smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.5,0.5,0.7184
7922,FIFTY,memorydoll_,Oct 05 2020,i love her analogy  pleading face  ,0.0,0.488,0.512,0.6369
7923,FIFTY,memorydoll_,Oct 05 2020,whatta mess... ,0.0,1.0,0.0,0.0
7924,FIFTY,memorydoll_,Oct 05 2020,oof ,0.0,1.0,0.0,0.0
7925,FIFTY,Lollipoppurple15,Oct 05 2020,If it was filling then how come she's slim ,0.0,1.0,0.0,0.0
7926,FIFTY,GhostWriterGirl-1,Oct 05 2020,THAT'S WHAT NICO DID WHEN HE WAS TRAPPED IN THAT URN IN MARK OF ATHENA ,0.195,0.805,0.0,-0.5267
7927,FIFTY,GhostWriterGirl-1,Oct 05 2020,AKAJQHWHWHAHAHASHHW ,0.0,1.0,0.0,0.0
7928,FIFTY,GhostWriterGirl-1,Oct 05 2020,YES QUEEN! ,0.0,0.251,0.749,0.4574
7929,FIFTY,GhostWriterGirl-1,Oct 05 2020,Throwing off that toxic influence like a QUEEN! ,0.0,0.682,0.318,0.4199
7930,FIFTY,kellyj_tsai,Oct 05 2020,i CANT WAIT FOR THE NEXT CHAPTER ,0.0,1.0,0.0,0.0
7931,FIFTY,kellyj_tsai,Oct 05 2020,OMG ,0.0,1.0,0.0,0.0
7932,FIFTY,GhostWriterGirl-1,Oct 05 2020,That the same thing Mother Gothel said to Rapunzel ,0.0,1.0,0.0,0.0
7933,FIFTY,GhostWriterGirl-1,Oct 05 2020,telling the truth like a gods. Damn. QUEEN!  clapping hands  clapping hands  clapping hands  clapping hands  ,0.136,0.606,0.257,0.3382
7934,FIFTY,GhostWriterGirl-1,Oct 05 2020,That's exactly what I like to know ,0.0,0.667,0.333,0.3612
7935,FIFTY,GhostWriterGirl-1,Oct 05 2020,Persephone's spitting the TRUTH ,0.0,0.497,0.503,0.4648
7936,FIFTY,GhostWriterGirl-1,Oct 05 2020,Persephone is spilling piping hot tea ,0.0,1.0,0.0,0.0
7937,FIFTY,Lollipoppurple15,Oct 05 2020,"Yeah sure  as if the ""please"" would automatically erase everything you did ",0.0,0.69,0.31,0.5423
7938,FIFTY,GhostWriterGirl-1,Oct 05 2020,Who's the childish one here? ,0.355,0.645,0.0,-0.296
7939,FIFTY,Lollipoppurple15,Oct 05 2020,Always listen to your wife ,0.0,1.0,0.0,0.0
7940,FIFTY,GhostWriterGirl-1,Oct 05 2020,She looks beautiful! A true queen of death ,0.262,0.269,0.47,0.4753
7941,FIFTY,GhostWriterGirl-1,Oct 05 2020,Aphrodite is spitting cold  hard  facts today ,0.189,0.811,0.0,-0.1027
7942,FIFTY,GhostWriterGirl-1,Oct 05 2020,APHRODITE DID NO SUCH THING ,0.355,0.645,0.0,-0.296
7943,FIFTY,GhostWriterGirl-1,Oct 05 2020,Aphrodite  the ultimate shipper ,0.0,1.0,0.0,0.0
7944,FIFTY,Lollipoppurple15,Oct 05 2020,They still at it? They still sexually harassing people? Castrate them!! ,0.308,0.692,0.0,-0.6645
7945,FIFTY,GhostWriterGirl-1,Oct 05 2020,Damn right! ,0.749,0.251,0.0,-0.4574
7946,FIFTY,GhostWriterGirl-1,Oct 05 2020,De Nile is not just a river  Demeter ,0.0,1.0,0.0,0.0
7947,FIFTY,GhostWriterGirl-1,Oct 05 2020,YES EXACTLY SO STAY AWAY FROM HER ,0.0,0.69,0.31,0.4019
7948,FIFTY,GhostWriterGirl-1,Oct 05 2020,NEVER ,0.0,1.0,0.0,0.0
7949,FIFTY,GhostWriterGirl-1,Oct 05 2020,Same here  Hera ,0.0,1.0,0.0,0.0
7950,FIFTY,GhostWriterGirl-1,Oct 05 2020,Gods  not HER again  unamused face  ,0.0,1.0,0.0,0.0
7951,FIFTY,GhostWriterGirl-1,Oct 05 2020,EXACTLY! We do NOT want to bring up that trauma ,0.35,0.65,0.0,-0.5129
7952,FIFTY,GhostWriterGirl-1,Oct 05 2020,When is it NOT a mess? ,0.0,0.655,0.345,0.2755
7953,FIFTY,GhostWriterGirl-1,Oct 05 2020,Why are these descriptions so accurate?  face with tears of joy  face with tears of joy  ,0.162,0.513,0.325,0.7003
7954,FIFTY,GhostWriterGirl-1,Oct 05 2020,This paragraph is so beautifully written  smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.494,0.506,0.9056
7955,FIFTY,GhostWriterGirl-1,Oct 05 2020, loudly crying face  loudly crying face  loudly crying face  loudly crying face  ,0.608,0.392,0.0,-0.9081
7956,FIFTY,GhostWriterGirl-1,Oct 05 2020,HALF A YEAR?! ,0.0,1.0,0.0,0.0
7957,FIFTY,GhostWriterGirl-1,Oct 05 2020,Ugh  him  unamused face  ,0.483,0.517,0.0,-0.4215
7958,FIFTY,GhostWriterGirl-1,Oct 05 2020,I'M HERE ,0.0,1.0,0.0,0.0
7959,FIFTY,Greedy_Brede,Oct 05 2020,What's the significance of the pomegranate ,0.0,0.704,0.296,0.2732
7960,FIFTY ONE,Lollipoppurple15,Oct 30 2020,OHMIGOOOSH!!!! I FEEL LIKE BURSTING INTO TEARS OF JOY  loudly crying face  loudly crying face  loudly crying face  ,0.411,0.345,0.244,-0.6525
7961,FIFTY ONE,Lollipoppurple15,Oct 30 2020,This is beautiful ,0.0,0.339,0.661,0.5994
7962,FIFTY ONE,Lollipoppurple15,Oct 30 2020,Bby  it wasn't your fault  loudly crying face  loudly crying face  ,0.377,0.486,0.137,-0.6049
7963,FIFTY ONE,Lollipoppurple15,Oct 30 2020,Me after a person close to me turns out to be full of shit,0.231,0.769,0.0,-0.5574
7964,FIFTY ONE,Lollipoppurple15,Oct 30 2020,This is sooooo beautiful. The imagery is perfect  sparkling heart  sparkling heart  sparkling heart  ,0.0,0.388,0.612,0.9217
7965,FIFTY ONE,Lollipoppurple15,Oct 30 2020,Elder sister to the rescue ,0.0,0.548,0.452,0.5106
7966,FIFTY ONE,Lollipoppurple15,Oct 30 2020,Oml  I feel like crying at every line ,0.292,0.472,0.236,-0.1531
7967,FIFTY ONE,Lollipoppurple15,Oct 30 2020,Bby  you couldn't have known ,0.0,1.0,0.0,0.0
7968,FIFTY ONE,Lollipoppurple15,Oct 30 2020,It do be like that sometimes mehn ,0.0,0.706,0.294,0.3612
7969,FIFTY ONE,Lollipoppurple15,Oct 30 2020,My heart  broken heart  ,0.508,0.492,0.0,-0.4767
7970,FIFTY ONE,Erizcaaaaa,Oct 26 2020,A BABE LSNWKWOZNEKWKW ,0.0,1.0,0.0,0.0
7971,FIFTY ONE,zuzypiia,Oct 25 2020,I'M FRICKING SOBBING ,0.591,0.409,0.0,-0.4391
7972,FIFTY ONE,zuzypiia,Oct 24 2020,OMFG CERBYYY  loudly crying face  loudly crying face  ,0.508,0.492,0.0,-0.7351
7973,FIFTY ONE,zuzypiia,Oct 24 2020,RUBY YOU JUST GOTTA MAKE ME CRY LIKE THIS  loudly crying face  loudly crying face  ,0.413,0.453,0.133,-0.7783
7974,FIFTY ONE,zuzypiia,Oct 24 2020,you think i'm not also lesbian for perse? me too hades  me too  (( ,0.0,1.0,0.0,0.0
7975,FIFTY ONE,ESJohnson,Oct 18 2020,IM GONNA CRY ,0.608,0.392,0.0,-0.4767
7976,FIFTY ONE,ESJohnson,Oct 18 2020,THE QUEEN IS BACK SKSKSKSKSK ,0.0,1.0,0.0,0.0
7977,FIFTY ONE,ESJohnson,Oct 18 2020,i-- ,0.0,1.0,0.0,0.0
7978,FIFTY ONE,ESJohnson,Oct 18 2020,bb no <333 ,0.524,0.476,0.0,-0.296
7979,FIFTY ONE,oblivescencepreta,Oct 18 2020,SHUT THE FUCK UP IM GOING TO CRY I WANT TO CRY BUT IM IN THE CAR OHD MSY HOF FUUCCKKK,0.27,0.681,0.049,-0.6369
7980,FIFTY ONE,oblivescencepreta,Oct 18 2020,AHHHDJDHDKD IM IN PAIN ,0.524,0.476,0.0,-0.5106
7981,FIFTY ONE,iamintrouble,Oct 18 2020,This line made me tear up  loudly crying face  red heart  red heart  ,0.205,0.795,0.0,-0.4767
7982,FIFTY ONE,mirubyjane,Oct 17 2020,my heart <333 ,0.0,1.0,0.0,0.0
7983,FIFTY ONE,fant-asy,Oct 17 2020,F.O.R. A.N. E.T.E.R.N.I.T.Y. !.!. ,0.0,1.0,0.0,0.0
7984,FIFTY ONE,fant-asy,Oct 17 2020,This is the best moment I've ever read*sniffle* *deep breath of satisfaction* pleading face  pleading face  grinning face with big eyes  grinning face with smiling eyes  smiling face with smiling eyes  ,0.0,0.579,0.421,0.9531
7985,FIFTY ONE,fant-asy,Oct 17 2020,*crying my heart out* (happy tears tho) ,0.241,0.759,0.0,-0.2263
