,Comments,Scraped Comments,Reads,Votes,Chapter Name,Chapter,Part,Username,Date,Original,Text,Negative,Neutral,Positive,Compound
3100,374,237,5900,492,TEN,10,1,galaxial_dust,2019-06-23,"This line reminds me of rhys
",this line reminds me of rhys ,0.0,1.0,0.0,0.0
3101,374,237,5900,492,TEN,10,1,gloomyangel,2019-06-15,"I swear he has a neck fetish with all the times he has looked and mentioned her neck
",i swear he has a neck fetish with all the times he has looked and mentioned her neck ,0.074,0.926,0.0,-0.0516
3102,374,237,5900,492,TEN,10,1,Hilhillikestoread,2019-06-09,"I love your writing style soooo much😍
",i love your writing style soooo much smiling face with heart-eyes  ,0.0,0.526,0.474,0.802
3103,374,237,5900,492,TEN,10,1,4llyxox,2019-06-06,"I mean he is your uncle if we gonna be technical
",i mean he is your uncle if we gonna be technical ,0.0,1.0,0.0,0.0
3104,374,237,5900,492,TEN,10,1,Magsnotmugs,2019-06-01,"𝘠𝘌𝘚
",𝘠𝘌𝘚 ,0.0,1.0,0.0,0.0
3105,374,237,5900,492,TEN,10,1,callmeidiosyncratic,2019-05-29,"I’m going to repeat what I said because I just realized I can’t say a certain word even if I’m quoting you. So  I love how your writing style is so advanced and beautiful and then you read the author’s note and it’s just “hades is so freaking hot” and I just. I can’t cause that’s such a normal and casual sentence when this book’s writing is so not normal and casual 😂😂♥️♥️
","i'm going to repeat what i said because i just realized i can't say a certain word even if i'm quoting you. so  i love how your writing style is so advanced and beautiful and then you read the author's note and it's just ""hades is so freaking hot"" and i just. i can't cause that's such a normal and casual sentence when this book's writing is so not normal and casual  face with tears of joy  face with tears of joy  heart suit selector  heart suit selector  ",0.091,0.673,0.235,0.9387
3106,374,237,5900,492,TEN,10,1,callmeidiosyncratic,2019-05-29,"This comment may be offensive. I love how your writing style is so advanced and beautiful and then you read the author’s note and it’s just “hades is so fucking hot” and I just. I can’t cause that’s such a normal and casual sentence when this book’s writing is so not normal and casual 😂😂♥️♥️
","i love how your writing style is so advanced and beautiful and then you read the author's note and it's just ""hades is so fucking hot"" and i just. i can't cause that's such a normal and casual sentence when this book's writing is so not normal and casual  face with tears of joy  face with tears of joy  heart suit selector  heart suit selector",0.049,0.652,0.3,0.9622
3107,374,237,5900,492,TEN,10,1,theophorous,2019-05-29,"Well put me down as scared and horny
",well put me down as scared and horny ,0.264,0.545,0.191,-0.2023
3108,374,237,5900,492,TEN,10,1,stephgalla25,2019-05-17,"I would legit die in Hades presence.
",i would legit die in hades presence. ,0.438,0.562,0.0,-0.5994
3109,374,237,5900,492,TEN,10,1,stephgalla25,2019-05-17,"AHHHHHH
",ahhhhhh ,0.0,1.0,0.0,0.0
3110,374,237,5900,492,TEN,10,1,stephgalla25,2019-05-17,"Holy baby Jesus. I had to turn my fan on
",holy baby jesus. i had to turn my fan on ,0.0,0.777,0.223,0.3182
3111,374,237,5900,492,TEN,10,1,stephgalla25,2019-05-17,"😍😍😍😍
", smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.5,0.5,0.9001
3112,374,237,5900,492,TEN,10,1,stephgalla25,2019-05-17,"Amen
",amen ,0.0,1.0,0.0,0.0
3113,374,237,5900,492,TEN,10,1,stephgalla25,2019-05-17,"Hades got his receipts
",hades got his receipts ,0.0,1.0,0.0,0.0
3114,374,237,5900,492,TEN,10,1,stephgalla25,2019-05-17,"Persephone is so adorable
",persephone is so adorable ,0.0,0.422,0.578,0.6269
3115,374,237,5900,492,TEN,10,1,stephgalla25,2019-05-17,"Oh  but father did sweetie
",oh  but father did sweetie ,0.0,0.482,0.518,0.6486
3116,374,237,5900,492,TEN,10,1,fabulouswhatever55,2019-05-14,"nah  she da real boss
",nah  she da real boss ,0.259,0.741,0.0,-0.1027
3117,374,237,5900,492,TEN,10,1,luv_jap,2019-05-11,"*Eve has left the chat*
",*eve has left the chat* ,0.0,1.0,0.0,0.0
3118,374,237,5900,492,TEN,10,1,squiij,2019-05-07,"yup
",yup ,0.0,1.0,0.0,0.0
3119,374,237,5900,492,TEN,10,1,squiij,2019-05-07,"whoa fella
",whoa fella ,0.0,1.0,0.0,0.0
3120,374,237,5900,492,TEN,10,1,squiij,2019-05-07,"of course😊
",of course smiling face with smiling eyes  ,0.0,0.455,0.545,0.7184
3121,374,237,5900,492,TEN,10,1,squiij,2019-05-07,"my jaw dropped😅
",my jaw dropped grinning face with sweat  ,0.0,0.706,0.294,0.3612
3122,374,237,5900,492,TEN,10,1,squiij,2019-05-07,"😍ahhhhh!
", smiling face with heart-eyes ahhhhh! ,0.0,0.549,0.451,0.5093
3123,374,237,5900,492,TEN,10,1,squiij,2019-05-07,"yum yum😀
",yum yum grinning face  ,0.0,0.545,0.455,0.3612
3124,374,237,5900,492,TEN,10,1,squiij,2019-05-07,"ooooh
",ooooh ,0.0,1.0,0.0,0.0
3125,374,237,5900,492,TEN,10,1,hellsredsky,2019-05-07,". I would love to be the queen of hell and with a man this fine? Cmon sephone just say yes!
",. i would love to be the queen of hell and with a man this fine? cmon sephone just say yes! ,0.166,0.504,0.331,0.5562
3126,374,237,5900,492,TEN,10,1,shiacer,2019-05-05,"Truuu
",truuu ,0.0,1.0,0.0,0.0
3127,374,237,5900,492,TEN,10,1,shiacer,2019-05-05,"well damn
",well damn ,0.562,0.0,0.437,-0.1531
3128,374,237,5900,492,TEN,10,1,shiacer,2019-05-05,"okay -but like marry me- idk
",okay -but like marry me- idk ,0.172,0.323,0.505,0.4767
3129,374,237,5900,492,TEN,10,1,vagaries,2019-05-04,"uh-huh
",uh-huh ,0.0,1.0,0.0,0.0
3130,374,237,5900,492,TEN,10,1,vagaries,2019-05-04,"ugh  just beautiful
",ugh  just beautiful ,0.364,0.13,0.506,0.2732
3131,374,237,5900,492,TEN,10,1,vagaries,2019-05-04,"This comment may be offensive. shit okay
",shit okay,0.655,0.0,0.345,-0.4019
3132,374,237,5900,492,TEN,10,1,gvylnn,2019-05-03,"YES
",yes ,0.0,0.0,1.0,0.4019
3133,374,237,5900,492,TEN,10,1,gvylnn,2019-05-03,"lovelovelove
",lovelovelove ,0.0,1.0,0.0,0.0
3134,374,237,5900,492,TEN,10,1,hiraetherealzz,2019-05-02,"HHSJSHSHSHKS
",hhsjshshshks ,0.0,1.0,0.0,0.0
3135,374,237,5900,492,TEN,10,1,theautumnhallows,2019-05-02,"he sure is 😍
",he sure is  smiling face with heart-eyes  ,0.0,0.485,0.515,0.6486
3136,374,237,5900,492,TEN,10,1,RubyWings,2019-05-02,"Okay  I love the description. I hope to be able to write like this when I write my Hades/Persephone story  🖤
",okay  i love the description. i hope to be able to write like this when i write my hades/persephone story   black heart  ,0.0,0.566,0.434,0.8885
3137,374,237,5900,492,TEN,10,1,RubyWings,2019-05-02,"Damn 🖤
",damn  black heart  ,0.574,0.426,0.0,-0.4019
3138,374,237,5900,492,TEN,10,1,RubyWings,2019-05-02,"YAY
",yay ,0.0,0.0,1.0,0.5267
3139,374,237,5900,492,TEN,10,1,reigningdays,2019-05-02,"I DIDNT HAVE TIME TO COMMENTTT😍
",i didnt have time to commenttt smiling face with heart-eyes  ,0.0,0.727,0.273,0.4588
3140,374,237,5900,492,TEN,10,1,reigningdays,2019-05-02,"THIS CHAPTER WAS SO GOOD
",this chapter was so good ,0.0,0.556,0.444,0.4927
3141,374,237,5900,492,TEN,10,1,ray_xo,2019-05-02,"Facts
",facts ,0.0,1.0,0.0,0.0
3142,374,237,5900,492,TEN,10,1,ray_xo,2019-05-02,"I got goosebumps man
",i got goosebumps man ,0.0,1.0,0.0,0.0
3143,374,237,5900,492,TEN,10,1,ray_xo,2019-05-02,"Bro. I’m sweating cause this one hell of a line
",bro. i'm sweating cause this one hell of a line ,0.365,0.635,0.0,-0.6808
3144,374,237,5900,492,TEN,10,1,ray_xo,2019-05-02,"this is so. Fricken. Amazing. Omg. This paragraph got me 💓👏🏻
",this is so. fricken. amazing. omg. this paragraph got me  beating heart  clapping hands light skin tone  ,0.136,0.679,0.185,0.2682
3145,374,237,5900,492,TEN,10,1,DevilsCantGetMe,2019-05-01,"Haha haha we talking bout Zeus here right?
",haha haha we talking bout zeus here right? ,0.0,0.5,0.5,0.7184
3146,374,237,5900,492,TEN,10,1,cupidfied,2019-05-01,"yessir
",yessir ,0.0,1.0,0.0,0.0
3147,374,237,5900,492,TEN,10,1,cupidfied,2019-05-01,"omimgogmgogmogmgkg
",omimgogmgogmogmgkg ,0.0,1.0,0.0,0.0
3148,374,237,5900,492,TEN,10,1,Leannea,2019-05-01,"love love love this
",love love love this ,0.0,0.074,0.926,0.9274
3149,374,237,5900,492,TEN,10,1,kimchiiiee,2019-05-01,"I CANT WAIIITT
",i cant waiiitt ,0.0,1.0,0.0,0.0
3150,374,237,5900,492,TEN,10,1,bitteur,2019-05-01,"AGREED
",agreed ,0.0,0.0,1.0,0.2732
3151,374,237,5900,492,TEN,10,1,bitteur,2019-05-01,"I LOVE THIS QUOTE
",i love this quote ,0.0,0.323,0.677,0.6369
3152,374,237,5900,492,TEN,10,1,bitteur,2019-05-01,"I’m fanning myself
",i'm fanning myself ,0.0,1.0,0.0,0.0
3153,374,237,5900,492,TEN,10,1,bitteur,2019-05-01,"What is oxygen agdjdjjdkdkd
",what is oxygen agdjdjjdkdkd ,0.0,1.0,0.0,0.0
3154,374,237,5900,492,TEN,10,1,bitteur,2019-05-01,"😍😍
", smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.5,0.5,0.7184
3155,374,237,5900,492,TEN,10,1,bitteur,2019-05-01,"Oh damn
",oh damn ,0.73,0.27,0.0,-0.4019
3156,374,237,5900,492,TEN,10,1,bitteur,2019-05-01,"She’s adorable 😂
",she's adorable  face with tears of joy  ,0.147,0.31,0.543,0.7269
3157,374,237,5900,492,TEN,10,1,bitteur,2019-05-01,"THIS IS SO INTENSE I LOVE IT
",this is so intense i love it ,0.0,0.397,0.603,0.7245
3158,374,237,5900,492,TEN,10,1,bitteur,2019-05-01,"This has already made my day
",this has already made my day ,0.0,1.0,0.0,0.0
3159,374,237,5900,492,TEN,10,1,uninaytion,2019-05-01,"IT’S THE MOST BEAUTIFUL THING I EVER SEEN IN MY LIFE  IT’S A WATER MELONE INSIDE A WATER MELONE
",it's the most beautiful thing i ever seen in my life  it's a water melone inside a water melone ,0.0,0.782,0.218,0.6361
3160,374,237,5900,492,TEN,10,1,hiddenlikemoon,2019-05-01,"HE IS SO HOT. I melted.
",he is so hot. i melted. ,0.0,1.0,0.0,0.0
3161,374,237,5900,492,TEN,10,1,hiddenlikemoon,2019-05-01,"YES
",yes ,0.0,0.0,1.0,0.4019
3162,374,237,5900,492,TEN,10,1,hiddenlikemoon,2019-05-01,"Damnnnn
",damnnnn ,0.0,1.0,0.0,0.0
3163,374,237,5900,492,TEN,10,1,hiddenlikemoon,2019-05-01,"He is hot.
",he is hot. ,0.0,1.0,0.0,0.0
3164,374,237,5900,492,TEN,10,1,hiddenlikemoon,2019-05-01,"OH MY
",oh my ,0.0,1.0,0.0,0.0
3165,374,237,5900,492,TEN,10,1,hiddenlikemoon,2019-05-01,"Hades got points
",hades got points ,0.0,1.0,0.0,0.0
3166,374,237,5900,492,TEN,10,1,hiddenlikemoon,2019-05-01,"But he did.
",but he did. ,0.0,1.0,0.0,0.0
3167,374,237,5900,492,TEN,10,1,hiddenlikemoon,2019-05-01,"Absolute gold writing.
",absolute gold writing. ,0.0,1.0,0.0,0.0
3168,374,237,5900,492,TEN,10,1,solntserises,2019-05-01,"Definitely  he is truly enchanting
",definitely  he is truly enchanting ,0.0,0.349,0.651,0.6808
3169,374,237,5900,492,TEN,10,1,solntserises,2019-05-01,"Eh  not a fan of muscular guys  but this one worths a shot
",eh  not a fan of muscular guys  but this one worths a shot ,0.129,0.871,0.0,-0.1232
3170,374,237,5900,492,TEN,10,1,solntserises,2019-05-01,"Call her prey one more time abd she'll tore you apart
",call her prey one more time abd she'll tore you apart ,0.0,1.0,0.0,0.0
3171,374,237,5900,492,TEN,10,1,solntserises,2019-05-01,"I KNEW IT
",i knew it ,0.0,1.0,0.0,0.0
3172,374,237,5900,492,TEN,10,1,solntserises,2019-05-01,"I love this writing so much
",i love this writing so much ,0.0,0.488,0.512,0.6369
3173,374,237,5900,492,TEN,10,1,celinetc,2019-05-01,"omy lord.. hades 🔫
",omy lord.. hades  pistol  ,0.0,1.0,0.0,0.0
3174,374,237,5900,492,TEN,10,1,solntserises,2019-05-01,"Ok  ""he purred"" made my cringe
","ok  ""he purred"" made my cringe ",0.0,0.694,0.306,0.296
3175,374,237,5900,492,TEN,10,1,solntserises,2019-05-01,"Well  the bitch was surprising  indeed
",well  the bitch was surprising  indeed ,0.345,0.273,0.382,-0.1531
3176,374,237,5900,492,TEN,10,1,solntserises,2019-05-01,"Majestic  truly majestic  like an elven king
",majestic  truly majestic  like an elven king ,0.0,0.481,0.519,0.6597
3177,374,237,5900,492,TEN,10,1,solntserises,2019-05-01,"Well  it's like a sort of riddle. I don't like riddles  I could never solve them  but this one is pretty evident Sephone
",well  it's like a sort of riddle. i don't like riddles  i could never solve them  but this one is pretty evident sephone ,0.051,0.585,0.365,0.7937
3178,374,237,5900,492,TEN,10,1,gulabjamuns,2018-08-19,"Polydegmon
",polydegmon ,0.0,1.0,0.0,0.0
3179,374,237,5900,492,TEN,10,1,gulabjamuns,2018-08-19,"1. How do you know all that  2. You’re not much better with that whole master thing you have going on here  bud
",1. how do you know all that  2. you're not much better with that whole master thing you have going on here  bud ,0.099,0.901,0.0,-0.3412
3180,374,237,5900,492,TEN,10,1,gulabjamuns,2018-08-19,"Me
",me ,0.0,1.0,0.0,0.0
3181,374,237,5900,492,TEN,10,1,gulabjamuns,2018-08-19,"Cute
",cute ,0.0,0.0,1.0,0.4588
3182,374,237,5900,492,TEN,10,1,gulabjamuns,2018-08-19,"Son if you wanna make her your wife ... you should  I don’t know  maybe ask her first?
",son if you wanna make her your wife ... you should  i don't know  maybe ask her first? ,0.0,1.0,0.0,0.0
3183,374,237,5900,492,TEN,10,1,gulabjamuns,2018-08-19,"I love your writing 😫
",i love your writing  tired face  ,0.287,0.297,0.416,0.3182
3184,374,237,5900,492,TEN,10,1,gulabjamuns,2018-08-19,"Hey  just a question. Wasn’t Persephone called Kore until she met Hades? It was her maiden name  wasn’t it? 🤔
",hey  just a question. wasn't persephone called kore until she met hades? it was her maiden name  wasn't it?  thinking face  ,0.0,1.0,0.0,0.0
3185,374,237,5900,492,TEN,10,1,Meggsntoast,2018-08-05,"I have goosebumps
",i have goosebumps ,0.0,1.0,0.0,0.0
3186,374,237,5900,492,TEN,10,1,underwlds,2018-07-19,"hades locking women in your room is not how you seduce them
",hades locking women in your room is not how you seduce them ,0.0,1.0,0.0,0.0
3187,374,237,5900,492,TEN,10,1,jokershavefeelings,2018-07-18,"shitt he purred
",shitt he purred ,0.0,1.0,0.0,0.0
3188,374,237,5900,492,TEN,10,1,suga-crush,2018-07-16,"IM NOT OKAY LIKE I NEED TO SLEEP NOW OOOOOFFFFFF
",im not okay like i need to sleep now oooooffffff ,0.35,0.65,0.0,-0.4168
3189,374,237,5900,492,TEN,10,1,suga-crush,2018-07-16,"welp he’s my death
",welp he's my death ,0.565,0.435,0.0,-0.5994
3190,374,237,5900,492,TEN,10,1,suga-crush,2018-07-16,"excuse me while i scream
",excuse me while i scream ,0.45,0.333,0.217,-0.34
3191,374,237,5900,492,TEN,10,1,suga-crush,2018-07-16,"my death is near
",my death is near ,0.565,0.435,0.0,-0.5994
3192,374,237,5900,492,TEN,10,1,suga-crush,2018-07-16,"im failing the task to breathe
",im failing the task to breathe ,0.398,0.602,0.0,-0.5106
3193,374,237,5900,492,TEN,10,1,suga-crush,2018-07-16,"oof thank god but like truee
",oof thank god but like truee ,0.0,0.314,0.686,0.6757
3194,374,237,5900,492,TEN,10,1,suga-crush,2018-07-16,"seventeen
",seventeen ,0.0,1.0,0.0,0.0
3195,374,237,5900,492,TEN,10,1,suga-crush,2018-07-16,"MY FANGIRL FEELS  CANT HANDLE THIS SJSJEJEKD
",my fangirl feels  cant handle this sjsjejekd ,0.0,1.0,0.0,0.0
3196,374,237,5900,492,TEN,10,1,suga-crush,2018-07-16,"i mean theres no printer there but faxs
",i mean theres no printer there but faxs ,0.211,0.789,0.0,-0.1531
3197,374,237,5900,492,TEN,10,1,suga-crush,2018-07-16,"master..chef??
",master..chef?? ,0.0,1.0,0.0,0.0
3198,374,237,5900,492,TEN,10,1,twilightspeaks,2018-07-16,"He pulled the line in her.
",he pulled the line in her. ,0.0,1.0,0.0,0.0
3199,374,237,5900,492,TEN,10,1,PaintingTheRosesRed,2018-07-14,"How is your writing so beautiful omg
",how is your writing so beautiful omg ,0.0,0.546,0.454,0.7177
3200,374,237,5900,492,TEN,10,1,goldenskais,2018-07-09,"I mean he not wrong tho
",i mean he not wrong tho ,0.0,0.61,0.39,0.3724
3201,374,237,5900,492,TEN,10,1,Bethabellie,2018-07-09,"Wouldn't it be funny if he was just normal looking?
",wouldn't it be funny if he was just normal looking? ,0.211,0.789,0.0,-0.3412
3202,374,237,5900,492,TEN,10,1,_lovepenny,2018-07-09,"Oh  my.
",oh  my. ,0.0,1.0,0.0,0.0
3203,374,237,5900,492,TEN,10,1,brindalyn,2018-07-09,"I have never commented on a story until now  one word- PERFECT!
",i have never commented on a story until now  one word- perfect! ,0.0,0.656,0.344,0.6932
3204,374,237,5900,492,TEN,10,1,indiathegrouch,2018-07-09,"perfect
",perfect ,0.0,0.0,1.0,0.5719
3205,374,237,5900,492,TEN,10,1,indiathegrouch,2018-07-09,"OH MY. FOR WE HAVE A TRUE KING BEFORE ME
",oh my. for we have a true king before me ,0.0,0.741,0.259,0.4215
3206,374,237,5900,492,TEN,10,1,indiathegrouch,2018-07-09,"HADES!
",hades! ,0.0,1.0,0.0,0.0
3207,374,237,5900,492,TEN,10,1,indiathegrouch,2018-07-09,"oh snap Hades speaking nothing but factsssss
",oh snap hades speaking nothing but factsssss ,0.0,1.0,0.0,0.0
3208,374,237,5900,492,TEN,10,1,indiathegrouch,2018-07-09,"because this is Hades. he WON'T tolerate any further argument. simple as that
",because this is hades. he won't tolerate any further argument. simple as that ,0.172,0.828,0.0,-0.3612
3209,374,237,5900,492,TEN,10,1,indiathegrouch,2018-07-09,"you must not know your father
",you must not know your father ,0.0,1.0,0.0,0.0
3210,374,237,5900,492,TEN,10,1,ofthestarrysea,2018-07-09,"Wow. Best book I have ever read. My eyes are blessed
",wow. best book i have ever read. my eyes are blessed ,0.0,0.37,0.63,0.9169
3211,374,237,5900,492,TEN,10,1,ofthestarrysea,2018-07-09,"I am in utter awe
",i am in utter awe ,0.0,1.0,0.0,0.0
3212,374,237,5900,492,TEN,10,1,ofthestarrysea,2018-07-09,"Uhhh
",uhhh ,0.0,1.0,0.0,0.0
3213,374,237,5900,492,TEN,10,1,sensationale,2018-07-09,"I mean ur stuck here anyways so might as well enjoy the company
",i mean ur stuck here anyways so might as well enjoy the company ,0.121,0.543,0.336,0.552
3214,374,237,5900,492,TEN,10,1,sensationale,2018-07-09,"hehehehdhh
",hehehehdhh ,0.0,1.0,0.0,0.0
3215,374,237,5900,492,TEN,10,1,beautyinadrop,2018-07-08,"Eve and her apple
",eve and her apple ,0.0,1.0,0.0,0.0
3216,374,237,5900,492,TEN,10,1,vintagebeats,2018-07-08,"this is so good! i am in love x
",this is so good! i am in love x ,0.0,0.378,0.622,0.8494
3217,374,237,5900,492,TEN,10,1,wicca-mal,2018-07-08,"Dunno why but i kinda think hades has a British accent with all the 'darling' and 'love' sounds hot.
",dunno why but i kinda think hades has a british accent with all the 'darling' and 'love' sounds hot. ,0.0,1.0,0.0,0.0
3218,374,237,5900,492,TEN,10,1,1-800-BOUJEE,2018-07-08,"What a guy! He made me weak in the knees.
",what a guy! he made me weak in the knees. ,0.285,0.715,0.0,-0.4926
3219,374,237,5900,492,TEN,10,1,1-800-BOUJEE,2018-07-08,"AWWWWW
",awwwww ,0.0,1.0,0.0,0.0
3220,374,237,5900,492,TEN,10,1,1-800-BOUJEE,2018-07-08,"God bless this writing style  I'm in utter awe.
",god bless this writing style  i'm in utter awe. ,0.0,0.588,0.412,0.5994
3221,374,237,5900,492,TEN,10,1,1-800-BOUJEE,2018-07-08,"She is so adorably quirky
",she is so adorably quirky ,0.0,0.501,0.499,0.6113
3222,374,237,5900,492,TEN,10,1,1-800-BOUJEE,2018-07-08,"Oh but he did
",oh but he did ,0.0,1.0,0.0,0.0
3223,374,237,5900,492,TEN,10,1,StarryNightOwls,2018-07-08,"Aesthetic is forever on fleek!
",aesthetic is forever on fleek! ,0.0,1.0,0.0,0.0
3224,374,237,5900,492,TEN,10,1,StarryNightOwls,2018-07-08,"This is fcuking gold. And goals when writing
",this is fcuking gold. and goals when writing ,0.0,1.0,0.0,0.0
3225,374,237,5900,492,TEN,10,1,sunflowerlies,2018-07-08,"...
",... ,0.0,1.0,0.0,0.0
3226,374,237,5900,492,TEN,10,1,sunflowerlies,2018-07-08,"I die a little every time I read one of your description
",i die a little every time i read one of your description ,0.328,0.672,0.0,-0.5994
3227,374,237,5900,492,TEN,10,1,callmeidiosyncratic,2018-07-08,"Omg I’m always so impressed by how detailed you write. The words you use and everything  I’m excited for next chapter. 😁♥️♥️😁♥️😁♥️😁♥️♥️😁♥️😁♥️😁♥️😁😁♥️♥️😁😁😁♥️😁♥️♥️♥️😁
",omg i'm always so impressed by how detailed you write. the words you use and everything  i'm excited for next chapter.  beaming face with smiling eyes  heart suit selector  heart suit selector  beaming face with smiling eyes  heart suit selector  beaming face with smiling eyes  heart suit selector  beaming face with smiling eyes  heart suit selector  heart suit selector  beaming face with smiling eyes  heart suit selector  beaming face with smiling eyes  heart suit selector  beaming face with smiling eyes  heart suit selector  beaming face with smiling eyes  beaming face with smiling eyes  heart suit selector  heart suit selector  beaming face with smiling eyes  beaming face with smiling eyes  beaming face with smiling eyes  heart suit selector  beaming face with smiling eyes  heart suit selector  heart suit selector  heart suit selector  beaming face with smiling eyes  ,0.0,0.713,0.287,0.9929
3228,374,237,5900,492,TEN,10,1,collaterals,2018-07-08,"I'm melting
",i'm melting ,0.0,1.0,0.0,0.0
3229,374,237,5900,492,TEN,10,1,collaterals,2018-07-08,"This comment may be offensive. FUCK YEAH
",fuck yeah,0.614,0.0,0.386,-0.3182
3230,374,237,5900,492,TEN,10,1,collaterals,2018-07-08,"And he melted
",and he melted ,0.0,1.0,0.0,0.0
3231,374,237,5900,492,TEN,10,1,collaterals,2018-07-08,"You have him
",you have him ,0.0,1.0,0.0,0.0
3232,374,237,5900,492,TEN,10,1,collaterals,2018-07-08,"Abusive relationship much?
",abusive relationship much? ,0.677,0.323,0.0,-0.6369
3233,374,237,5900,492,TEN,10,1,collaterals,2018-07-08,"He would. Your father does not care about anything but power. He just wants to stand all mighty  no matter what it costs
",he would. your father does not care about anything but power. he just wants to stand all mighty  no matter what it costs ,0.179,0.776,0.045,-0.5368
3234,374,237,5900,492,TEN,10,1,riyamcyriac,2018-07-08,"I CANNNNTTT WAIT AHHH
",i cannnnttt wait ahhh ,0.0,1.0,0.0,0.0
3235,374,237,5900,492,TEN,10,1,MISCREANCY,2018-07-08,"Imagination can never explain his beauty and existence.
",imagination can never explain his beauty and existence. ,0.305,0.695,0.0,-0.4717
3236,374,237,5900,492,TEN,10,1,riyamcyriac,2018-07-08,"Shiz Shiz she can't decide y that
",shiz shiz she can't decide y that ,0.0,1.0,0.0,0.0
3237,374,237,5900,492,TEN,10,1,MISCREANCY,2018-07-08,"Handsome huh..?
",handsome huh..? ,0.0,0.238,0.762,0.4939
3238,374,237,5900,492,TEN,10,1,riyamcyriac,2018-07-08,"Wow I LOVEEE HER
",wow i loveee her ,0.0,0.345,0.655,0.5859
3239,374,237,5900,492,TEN,10,1,riyamcyriac,2018-07-08,"Poor innocent thing
",poor innocent thing ,0.477,0.154,0.369,-0.1779
3240,374,237,5900,492,TEN,10,1,MISCREANCY,2018-07-08,"And I release the breath I was holding reading this due to the intense feeling.
",and i release the breath i was holding reading this due to the intense feeling. ,0.0,0.797,0.203,0.2023
3241,374,237,5900,492,TEN,10,1,MISCREANCY,2018-07-08,"You do are his prey dear whom he is gonna relish forever.
",you do are his prey dear whom he is gonna relish forever. ,0.0,0.809,0.191,0.3818
3242,374,237,5900,492,TEN,10,1,collaterals,2018-07-08,"Smart ;)
",smart ;) ,0.0,0.0,1.0,0.5574
3243,374,237,5900,492,TEN,10,1,MISCREANCY,2018-07-08,"Can these descriptions be any better than perfect they are right now 😍
",can these descriptions be any better than perfect they are right now  smiling face with heart-eyes  ,0.0,0.575,0.425,0.8625
3244,374,237,5900,492,TEN,10,1,MISCREANCY,2018-07-08,"Can't agree better (+_+)
",can't agree better (+ +) ,0.601,0.399,0.0,-0.5448
3245,374,237,5900,492,TEN,10,1,MISCREANCY,2018-07-08,"That's intense and a bitter truth.
",that's intense and a bitter truth. ,0.333,0.238,0.429,-0.0516
3246,374,237,5900,492,TEN,10,1,reverielles,2018-07-08,"he sounds SO... *faints* THESE DESCRIPTIONS
",he sounds so... *faints* these descriptions ,0.0,1.0,0.0,0.0
3247,374,237,5900,492,TEN,10,1,morkomelon,2018-07-08,"I loved this chapter!
",i loved this chapter! ,0.0,0.323,0.677,0.636
3248,374,237,5900,492,TEN,10,1,reverielles,2018-07-08,"me waiting for els to write about  hades’ physical characteristics
",me waiting for els to write about  hades' physical characteristics ,0.0,1.0,0.0,0.0
3249,374,237,5900,492,TEN,10,1,collaterals,2018-07-08,"The Underworld for you to see
",the underworld for you to see ,0.0,1.0,0.0,0.0
3250,374,237,5900,492,TEN,10,1,collaterals,2018-07-08,"You're its queen
",you're its queen ,0.0,1.0,0.0,0.0
3251,374,237,5900,492,TEN,10,1,reverielles,2018-07-08,"father does not care about you  sweetie
",father does not care about you  sweetie ,0.243,0.462,0.296,0.1461
3252,374,237,5900,492,TEN,10,1,reverielles,2018-07-08,"*whispers in a sexy voice* HADES
",*whispers in a sexy voice* hades ,0.0,0.541,0.459,0.5267
3253,374,237,5900,492,TEN,10,1,chaotichearts-,2018-07-08,"Indeed. It would be 😍
",indeed. it would be  smiling face with heart-eyes  ,0.0,0.7,0.3,0.4588
3254,174,98,5700,432,ELEVEN,11,1,sinisterserene,2020-09-20,"THIS IS QUEEN DRESS PEOPLE
",this is queen dress people ,0.0,1.0,0.0,0.0
3255,174,98,5700,432,ELEVEN,11,1,lumi150401,2020-09-04,"Beautiful writing
",beautiful writing ,0.0,0.204,0.796,0.5994
3256,174,98,5700,432,ELEVEN,11,1,livintoday,2020-08-03,"Wow  beautiful
",wow  beautiful ,0.0,0.0,1.0,0.8271
3257,174,98,5700,432,ELEVEN,11,1,livintoday,2020-08-03,"Yay!
",yay! ,0.0,0.0,1.0,0.5707
3258,174,98,5700,432,ELEVEN,11,1,livintoday,2020-08-03,"Ahhhh these descriptions!
",ahhhh these descriptions! ,0.0,1.0,0.0,0.0
3259,174,98,5700,432,ELEVEN,11,1,SilentKiller258,2020-08-01,"Okay so.....I have a simple question.... HOW??????????? How can you write such a beauty  It's 'GOLD' REAL GOLD
",okay so.....i have a simple question.... how??????????? how can you write such a beauty  it's 'gold' real gold ,0.0,0.678,0.322,0.7691
3260,174,98,5700,432,ELEVEN,11,1,daisy_nightmares,2020-07-17,"The queen is coming out
",the queen is coming out ,0.0,1.0,0.0,0.0
3261,174,98,5700,432,ELEVEN,11,1,EcclesiawulanGiroth,2020-07-09,"Something she's never seen eey ⊙﹏⊙ argh curse my dirty mind
",something she's never seen eey ⊙﹏⊙ argh curse my dirty mind ,0.416,0.584,0.0,-0.7506
