,Comments,Scraped Comments,Reads,Votes,Chapter Name,Chapter,Part,Username,Date,Original,Text,Negative,Neutral,Positive,Compound
440,333,150,10200,704,PRELUDE,PRELUDE,NA,skypillars,2018-01-03,"AHHHHHHHH HOW???? This is brilliant????
",ahhhhhhhh how???? this is brilliant???? ,0.0,1.0,0.0,0.0
441,333,150,10200,704,PRELUDE,PRELUDE,NA,vuItures,2018-01-02,"oh shït i may have just fallen in love with ur writing
",oh shït i may have just fallen in love with ur writing ,0.159,0.573,0.268,0.4019
442,333,150,10200,704,PRELUDE,PRELUDE,NA,reverielles,2018-01-02,"YES ELLIS COUNT ME IN
",yes ellis count me in ,0.0,0.597,0.403,0.4019
443,333,150,10200,704,PRELUDE,PRELUDE,NA,reverielles,2018-01-02,"i don’t wanna live... FOREVER
",i don't wanna live... forever ,0.0,1.0,0.0,0.0
444,333,150,10200,704,PRELUDE,PRELUDE,NA,reverielles,2018-01-02,"the aesthetic you’ve set here is so prominent and i love pomegranates haha
",the aesthetic you've set here is so prominent and i love pomegranates haha ,0.0,0.463,0.537,0.8874
445,333,150,10200,704,PRELUDE,PRELUDE,NA,collaterals,2018-01-02,"Aaaaaaa
",aaaaaaa ,0.0,1.0,0.0,0.0
446,333,150,10200,704,PRELUDE,PRELUDE,NA,collaterals,2018-01-02,"LanA DEl ReY
",lana del rey ,0.0,1.0,0.0,0.0
447,333,150,10200,704,PRELUDE,PRELUDE,NA,collaterals,2018-01-02,"Hold me down  hold me down  throw me in the deep and watch me drown
",hold me down  hold me down  throw me in the deep and watch me drown ,0.209,0.791,0.0,-0.5719
448,333,150,10200,704,PRELUDE,PRELUDE,NA,firebendings,2018-01-02,"the songs? love!! this story? already love!!
",the songs? love!! this story? already love!! ,0.0,0.335,0.665,0.8985
449,333,150,10200,704,PRELUDE,PRELUDE,NA,vintagebeats,2018-01-02,"brilliant songs and the epigraph is just stunning
",brilliant songs and the epigraph is just stunning ,0.0,0.484,0.516,0.7506
450,333,150,10200,704,PRELUDE,PRELUDE,NA,harrowingkisses,2017-12-19,"Hades the street urchin
",hades the street urchin ,0.0,1.0,0.0,0.0
451,333,150,10200,704,PRELUDE,PRELUDE,NA,madandbougie,2017-11-17,"i LOVE this
",i love this ,0.0,0.169,0.831,0.7125
452,333,150,10200,704,PRELUDE,PRELUDE,NA,frenchtongues,2017-11-14,"These are so gorgeous *heart emojis everywhere*
",these are so gorgeous *heart emojis everywhere* ,0.0,0.54,0.46,0.7283
453,333,150,10200,704,PRELUDE,PRELUDE,NA,TheLlamaPope,2017-11-03,"Holy crap this is all so aesthetically pleasing ❤❤
",holy crap this is all so aesthetically pleasing  red heart  red heart  ,0.16,0.614,0.226,0.2682
454,333,150,10200,704,PRELUDE,PRELUDE,NA,meggy_mcmillian,2017-10-06,"I can already tell that this is going to be a great story :)
",i can already tell that this is going to be a great story  ) ,0.0,0.709,0.291,0.6249
455,333,150,10200,704,PRELUDE,PRELUDE,NA,meggy_mcmillian,2017-10-06,"Wait she is the woman that wants revenge on Tristan in Crown of Glass because he is the only guy who doesn't fall for her.... Or is that someone else?
",wait she is the woman that wants revenge on tristan in crown of glass because he is the only guy who doesn't fall for her.... or is that someone else? ,0.105,0.895,0.0,-0.5267
456,333,150,10200,704,PRELUDE,PRELUDE,NA,meggy_mcmillian,2017-10-06,"That's pretty  I like how you use your banners :)
",that's pretty  i like how you use your banners  ) ,0.0,0.513,0.487,0.6908
457,333,150,10200,704,PRELUDE,PRELUDE,NA,meggy_mcmillian,2017-10-06,"Nice songs :) Good taste :)
",nice songs  ) good taste  ) ,0.0,0.26,0.74,0.6908
458,333,150,10200,704,PRELUDE,PRELUDE,NA,LIQUIFIEDSYMPHONY,2017-09-14,"This comment may be offensive. wait wait PERSEPHONE IS THE DAUGHTER OF DEMETER AND ZEUS? EVEN IN GREEK MYTHOLOGY? OR JUST IN THIS STORY?  BECAUSE IF IT'S IN GREEK MYTHOLOGY I GOT A LITTLE BIT MORE THAN A FEW WORDS TO SAY TO THE ASSHOLE  your story is amazing  by the way :) aesthetically  and in writing terms
",wait wait persephone is the daughter of demeter and zeus? even in greek mythology? or just in this story?  because if it's in greek mythology i got a little bit more than a few words to say to the asshole  your story is amazing  by the way  ) aesthetically  and in writing terms,0.0,0.917,0.083,0.6531
459,333,150,10200,704,PRELUDE,PRELUDE,NA,romanticismskiss,2017-09-10,"Zeus must not know that saying things like that will get him messed up by Hades army of fangirls
",zeus must not know that saying things like that will get him messed up by hades army of fangirls ,0.11,0.776,0.114,0.0258
460,333,150,10200,704,PRELUDE,PRELUDE,NA,romanticismskiss,2017-09-10,"Drag her Aphrodite
",drag her aphrodite ,0.487,0.513,0.0,-0.2263
461,333,150,10200,704,PRELUDE,PRELUDE,NA,romanticismskiss,2017-09-10,"Dang! I ain't trying to mess with her
",dang! i ain't trying to mess with her ,0.0,0.714,0.286,0.3404
462,333,150,10200,704,PRELUDE,PRELUDE,NA,romanticismskiss,2017-09-10,"Hades is bae
",hades is bae ,0.0,1.0,0.0,0.0
463,333,150,10200,704,PRELUDE,PRELUDE,NA,romanticismskiss,2017-09-10,"I also looveee this quote and like every character that has said it
",i also looveee this quote and like every character that has said it ,0.0,0.815,0.185,0.3612
464,333,150,10200,704,PRELUDE,PRELUDE,NA,romanticismskiss,2017-09-10,"😻😻😻
", smiling cat face with heart-eyes  smiling cat face with heart-eyes  smiling cat face with heart-eyes  ,0.0,0.571,0.429,0.8402
465,333,150,10200,704,PRELUDE,PRELUDE,NA,romanticismskiss,2017-09-10,"I adore this poem
",i adore this poem ,0.0,0.357,0.643,0.5574
466,333,150,10200,704,PRELUDE,PRELUDE,NA,romanticismskiss,2017-09-10,"I see some bops
",i see some bops ,0.0,1.0,0.0,0.0
467,333,150,10200,704,PRELUDE,PRELUDE,NA,literalight,2017-09-06,"I always want pomegranates.
",i always want pomegranates. ,0.0,0.606,0.394,0.0772
468,333,150,10200,704,PRELUDE,PRELUDE,NA,literalight,2017-09-06,"Zeus and Demeter are siblings ?????
",zeus and demeter are siblings ????? ,0.0,1.0,0.0,0.0
469,333,150,10200,704,PRELUDE,PRELUDE,NA,literalight,2017-09-06,"Just wait a minute
",just wait a minute ,0.0,1.0,0.0,0.0
470,333,150,10200,704,PRELUDE,PRELUDE,NA,literalight,2017-09-06,"wait wait wait
",wait wait wait ,0.0,1.0,0.0,0.0
471,333,150,10200,704,PRELUDE,PRELUDE,NA,literalight,2017-09-06,"So am I ;))
",so am i ;)) ,0.0,1.0,0.0,0.0
472,333,150,10200,704,PRELUDE,PRELUDE,NA,literalight,2017-09-06,"Damn  i never knew she was the daughter of Zeus
",damn  i never knew she was the daughter of zeus ,0.252,0.748,0.0,-0.4019
473,333,150,10200,704,PRELUDE,PRELUDE,NA,literalight,2017-09-06,"OMG THIS SENTENCE ALONE IS SO BEAUTIFUL
",omg this sentence alone is so beautiful ,0.174,0.348,0.478,0.5413
474,333,150,10200,704,PRELUDE,PRELUDE,NA,literalight,2017-09-06,"Lana ❤❤
",lana  red heart  red heart  ,0.0,1.0,0.0,0.0
475,333,150,10200,704,PRELUDE,PRELUDE,NA,juliet_dies,2017-09-05,"In love in love in love
",in love in love in love ,0.0,0.192,0.808,0.9274
476,333,150,10200,704,PRELUDE,PRELUDE,NA,Mardais,2017-09-05,"(♥_♥) This soundtrack is awesome!
",( heart suit   heart suit ) this soundtrack is awesome! ,0.0,0.614,0.386,0.6588
477,333,150,10200,704,PRELUDE,PRELUDE,NA,skypillars,2017-09-04,"Yass girl  your sentences are just beautiful  amazing  wondrous  marvellous  asdfghjkl
",yass girl  your sentences are just beautiful  amazing  wondrous  marvellous  asdfghjkl ,0.0,0.473,0.527,0.836
478,333,150,10200,704,PRELUDE,PRELUDE,NA,skypillars,2017-09-04,"HES NOT A BLOODY STREET URCHIN YOU IMBECILE OF THE SKY  HES A BLOODY LORD OF THE UNDERWORLD AND YOU WILL STAY AWAY FROM MY SMOL BEAN!
",hes not a bloody street urchin you imbecile of the sky  hes a bloody lord of the underworld and you will stay away from my smol bean! ,0.106,0.726,0.168,0.2273
479,333,150,10200,704,PRELUDE,PRELUDE,NA,skypillars,2017-09-04,"Most of the time I hate Aphrodite but may I just say this. is. amazing.
",most of the time i hate aphrodite but may i just say this. is. amazing. ,0.127,0.593,0.28,0.5927
480,333,150,10200,704,PRELUDE,PRELUDE,NA,skypillars,2017-09-04,"Why you always have to interfere  let them have their love!
",why you always have to interfere  let them have their love! ,0.0,0.69,0.31,0.6696
481,333,150,10200,704,PRELUDE,PRELUDE,NA,skypillars,2017-09-04,"Thank you for giving them a warning of me  it truly means a lot (and your pictures and playlist are beautiful)
",thank you for giving them a warning of me  it truly means a lot (and your pictures and playlist are beautiful) ,0.095,0.595,0.31,0.6597
482,333,150,10200,704,PRELUDE,PRELUDE,NA,gulabjamuns,2017-09-01,"And ugh  these aesthetics are so good!!
",and ugh  these aesthetics are so good!! ,0.231,0.412,0.357,0.3664
483,333,150,10200,704,PRELUDE,PRELUDE,NA,gulabjamuns,2017-09-01,"Although I don't like the original tale so much  I once read a fanfic which was a retelling of the Hades/Persephone myth  and I just fell in love with it. I can't wait to see what twist you'll bring to this tale ❤️❤️❤️
",although i don't like the original tale so much  i once read a fanfic which was a retelling of the hades/persephone myth  and i just fell in love with it. i can't wait to see what twist you'll bring to this tale  red heart selector  red heart selector  red heart selector  ,0.081,0.835,0.084,0.2796
484,333,150,10200,704,PRELUDE,PRELUDE,NA,gulabjamuns,2017-09-01,"I don't like you much  Zeus
",i don't like you much  zeus ,0.345,0.655,0.0,-0.2755
485,333,150,10200,704,PRELUDE,PRELUDE,NA,gulabjamuns,2017-09-01,"Lmao 😂
",lmao  face with tears of joy  ,0.151,0.238,0.611,0.7783
486,333,150,10200,704,PRELUDE,PRELUDE,NA,gulabjamuns,2017-09-01,"I'm so ready for you
",i'm so ready for you ,0.0,0.589,0.411,0.4201
487,333,150,10200,704,PRELUDE,PRELUDE,NA,leesconfucius,2017-08-30,"How do you do these?
",how do you do these? ,0.0,1.0,0.0,0.0
488,333,150,10200,704,PRELUDE,PRELUDE,NA,leesconfucius,2017-08-30,"These are all perfection ❤
",these are all perfection  red heart  ,0.0,0.575,0.425,0.5719
489,333,150,10200,704,PRELUDE,PRELUDE,NA,leesconfucius,2017-08-30,"Woah
",woah ,0.0,1.0,0.0,0.0
490,333,150,10200,704,PRELUDE,PRELUDE,NA,leesconfucius,2017-08-30,"Mhm 😏
",mhm  smirking face  ,0.0,1.0,0.0,0.0
491,333,150,10200,704,PRELUDE,PRELUDE,NA,leesconfucius,2017-08-30,"😍
", smiling face with heart-eyes  ,0.0,0.5,0.5,0.4588
492,333,150,10200,704,PRELUDE,PRELUDE,NA,MagicAnimals,2017-08-30,"I love these!!!
",i love these!!! ,0.0,0.165,0.835,0.7249
493,333,150,10200,704,PRELUDE,PRELUDE,NA,glorifyed,2017-08-30,"Hades isn't a street urchin. He can have her😅
",hades isn't a street urchin. he can have her grinning face with sweat  ,0.0,0.815,0.185,0.3612
494,333,150,10200,704,PRELUDE,PRELUDE,NA,glorifyed,2017-08-30,"WOOOOWWWW
",woooowwww ,0.0,1.0,0.0,0.0
495,333,150,10200,704,PRELUDE,PRELUDE,NA,glorifyed,2017-08-30,"😱😱😱 damn it demeter
", face screaming in fear  face screaming in fear  face screaming in fear  damn it demeter ,0.715,0.285,0.0,-0.959
496,333,150,10200,704,PRELUDE,PRELUDE,NA,glorifyed,2017-08-30,"Oh yesssss I'm ready
",oh yesssss i'm ready ,0.0,0.545,0.455,0.3612
497,333,150,10200,704,PRELUDE,PRELUDE,NA,glorifyed,2017-08-30,"OMG so pretty
",omg so pretty ,0.0,0.364,0.636,0.5413
498,333,150,10200,704,PRELUDE,PRELUDE,NA,glorifyed,2017-08-30,"Your taste is on point!
",your taste is on point! ,0.0,1.0,0.0,0.0
499,676,425,10600,803,PROLOGUE,PROLOGUE,NA,blue_eye56,2020-11-09,"She is so terribly amazing and I love it
",she is so terribly amazing and i love it ,0.258,0.279,0.463,0.5664
500,676,425,10600,803,PROLOGUE,PROLOGUE,NA,blue_eye56,2020-11-09,"😂
", face with tears of joy  ,0.218,0.345,0.437,0.4404
501,676,425,10600,803,PROLOGUE,PROLOGUE,NA,Little_Places,2020-11-08,"Oml I’m in love with ur writing
",oml i'm in love with ur writing ,0.0,0.588,0.412,0.6369
502,676,425,10600,803,PROLOGUE,PROLOGUE,NA,bellahl03,2020-10-23,"You mean your sons? 😂
",you mean your sons?  face with tears of joy  ,0.15,0.551,0.299,0.4404
503,676,425,10600,803,PROLOGUE,PROLOGUE,NA,zuzypiia,2020-10-06,"it's awesome! god the literature in this is just— I don't even know how to match to your level of writing XD
",it's awesome! god the literature in this is just— i don't even know how to match to your level of writing xd ,0.0,0.62,0.38,0.9006
504,676,425,10600,803,PROLOGUE,PROLOGUE,NA,zuzypiia,2020-10-04,"i love how zeus is literally jumpin from woman to woman but won't allow her daughter to do so lol
",i love how zeus is literally jumpin from woman to woman but won't allow her daughter to do so lol ,0.078,0.627,0.295,0.7597
505,676,425,10600,803,PROLOGUE,PROLOGUE,NA,zuzypiia,2020-10-04,"you're making me insecure of my writing skills XD
",you're making me insecure of my writing skills xd ,0.195,0.488,0.316,0.4084
506,676,425,10600,803,PROLOGUE,PROLOGUE,NA,httpxmabel,2020-10-02,"It’s always that goddamn Aphrodite
",it's always that goddamn aphrodite ,0.437,0.563,0.0,-0.4767
507,676,425,10600,803,PROLOGUE,PROLOGUE,NA,memorydoll_,2020-09-10,"your writing is so beautiful ❤️
",your writing is so beautiful  red heart selector  ,0.0,0.584,0.416,0.7177
508,676,425,10600,803,PROLOGUE,PROLOGUE,NA,ladysartemis,2020-08-24,"Hypocrite
",hypocrite ,0.0,1.0,0.0,0.0
509,676,425,10600,803,PROLOGUE,PROLOGUE,NA,ladysartemis,2020-08-24,"This is so beautiful
",this is so beautiful ,0.0,0.375,0.625,0.7177
510,676,425,10600,803,PROLOGUE,PROLOGUE,NA,boredgirl001,2020-08-18,"Damn baby chill
",damn baby chill ,0.574,0.426,0.0,-0.4019
511,676,425,10600,803,PROLOGUE,PROLOGUE,NA,-godling,2020-08-13,"Aphrodite sure is something  huh. But I love the way you fleshed out the characters of these 2 gods.   Zeus: entitled and domineering and hot (heheheh)  Aphrodite: jealous and conniving and gorgeous (heheheh)  I can't wait to see more characters. ESPECIALLY MY BOY HADEEEES
",aphrodite sure is something  huh. but i love the way you fleshed out the characters of these 2 gods.   zeus  entitled and domineering and hot (heheheh)  aphrodite  jealous and conniving and gorgeous (heheheh)  i can't wait to see more characters. especially my boy hadeeees ,0.058,0.698,0.244,0.8625
512,676,425,10600,803,PROLOGUE,PROLOGUE,NA,Lollipoppurple15,2020-08-12,"Dehumanizing treatment much 🙄
",dehumanizing treatment much  face with rolling eyes  ,0.362,0.638,0.0,-0.5267
513,676,425,10600,803,PROLOGUE,PROLOGUE,NA,theautumnhallows,2020-08-04,"i think Aphrodite has always been insecure whenever men or gods flock over to a woman other than her
",i think aphrodite has always been insecure whenever men or gods flock over to a woman other than her ,0.149,0.851,0.0,-0.4215
514,676,425,10600,803,PROLOGUE,PROLOGUE,NA,theautumnhallows,2020-08-04,"oh no  who's gonna tell him? 😱😂
",oh no  who's gonna tell him?  face screaming in fear  face with tears of joy  ,0.418,0.422,0.16,-0.6249
515,676,425,10600,803,PROLOGUE,PROLOGUE,NA,melony_ki,2020-07-30,"Why you obsessin
",why you obsessin ,0.0,1.0,0.0,0.0
516,676,425,10600,803,PROLOGUE,PROLOGUE,NA,melony_ki,2020-07-30,"Coming from you  Zeus?
",coming from you  zeus? ,0.0,1.0,0.0,0.0
517,676,425,10600,803,PROLOGUE,PROLOGUE,NA,TheAnnoyingBitch,2020-07-20,"They didn't share blood bonds guys  they are not humans 😂
",they didn't share blood bonds guys  they are not humans  face with tears of joy  ,0.193,0.613,0.194,0.2528
518,676,425,10600,803,PROLOGUE,PROLOGUE,NA,TheAnnoyingBitch,2020-07-20,"They did have a child together though  Zeus
",they did have a child together though  zeus ,0.0,1.0,0.0,0.0
519,676,425,10600,803,PROLOGUE,PROLOGUE,NA,TheAnnoyingBitch,2020-07-20,"One of them  yes
",one of them  yes ,0.0,0.526,0.474,0.4019
520,676,425,10600,803,PROLOGUE,PROLOGUE,NA,sweet-ghosts,2020-07-20,"... that is not correct
",... that is not correct ,0.0,1.0,0.0,0.0
521,676,425,10600,803,PROLOGUE,PROLOGUE,NA,daisy_nightmares,2020-07-17,"^^^^sweet home alabama💗
",^^^^sweet home alabama growing heart  ,0.0,0.702,0.298,0.1779
522,676,425,10600,803,PROLOGUE,PROLOGUE,NA,daisy_nightmares,2020-07-17,"Ares : 👁️👄👁️
",ares    eye selector  mouth  eye selector  ,0.0,1.0,0.0,0.0
523,676,425,10600,803,PROLOGUE,PROLOGUE,NA,daisy_nightmares,2020-07-17,"Idk why but i have this strong hate on zeus
",idk why but i have this strong hate on zeus ,0.356,0.342,0.302,0.0161
524,676,425,10600,803,PROLOGUE,PROLOGUE,NA,daisy_nightmares,2020-07-17,"street urchins 😂
",street urchins  face with tears of joy  ,0.178,0.467,0.355,0.4404
525,676,425,10600,803,PROLOGUE,PROLOGUE,NA,haish_,2020-06-22,"hmm.....wonder who they learn that from
",hmm.....wonder who they learn that from ,0.0,1.0,0.0,0.0
526,676,425,10600,803,PROLOGUE,PROLOGUE,NA,MariaBroHill,2020-06-18,"Sweet home Alabama
",sweet home alabama ,0.0,0.4,0.6,0.4588
527,676,425,10600,803,PROLOGUE,PROLOGUE,NA,bibloklept,2020-06-13,"wow he’s really a loving father
",wow he's really a loving father ,0.0,0.273,0.727,0.8399
528,676,425,10600,803,PROLOGUE,PROLOGUE,NA,Gold_dots,2020-06-12,"You did what?! 😂😂😂
",you did what?!  face with tears of joy  face with tears of joy  face with tears of joy  ,0.194,0.408,0.398,0.8398
529,676,425,10600,803,PROLOGUE,PROLOGUE,NA,cadocadont,2020-06-10,"Hot
",hot ,0.0,1.0,0.0,0.0
530,676,425,10600,803,PROLOGUE,PROLOGUE,NA,cadocadont,2020-06-10,"Greek mythology is honestly so confusing yet so beautiful
",greek mythology is honestly so confusing yet so beautiful ,0.159,0.383,0.459,0.6909
531,676,425,10600,803,PROLOGUE,PROLOGUE,NA,xx_Blues_xx,2020-06-06,"If Zeus and Hades are siblings wouldn’t that make Hades Persephone’s uncle? 💀
",if zeus and hades are siblings wouldn't that make hades persephone's uncle?  skull  ,0.0,1.0,0.0,0.0
532,676,425,10600,803,PROLOGUE,PROLOGUE,NA,USE_PROTECTION_KIDS,2020-05-24,"I love mythology wattpad books cause whenever there’s incest readers are just like 🤷‍♀️it iz what it iz
",i love mythology wattpad books cause whenever there's incest readers are just like  woman shrugging selector it iz what it iz ,0.0,0.729,0.271,0.7717
533,676,425,10600,803,PROLOGUE,PROLOGUE,NA,lihayila,2020-05-05,"they're your sons wtf
",they're your sons wtf ,0.559,0.441,0.0,-0.5859
534,676,425,10600,803,PROLOGUE,PROLOGUE,NA,lihayila,2020-05-05,"this girl istg
",this girl istg ,0.0,1.0,0.0,0.0
535,676,425,10600,803,PROLOGUE,PROLOGUE,NA,a_samwinchester,2020-04-29,"I’m confused do you just wrap a rope around a cloud and tell you wife “I’m gonna go get some milk”
","i'm confused do you just wrap a rope around a cloud and tell you wife ""i'm gonna go get some milk"" ",0.113,0.887,0.0,-0.3182
536,676,425,10600,803,PROLOGUE,PROLOGUE,NA,a_samwinchester,2020-04-29,"i totally just realized that that makes Hades her uncle..... I’m not as bothered as I should be lmao
",i totally just realized that that makes hades her uncle..... i'm not as bothered as i should be lmao ,0.0,0.719,0.281,0.7061
537,676,425,10600,803,PROLOGUE,PROLOGUE,NA,a_samwinchester,2020-04-29,"I alr love the characters  not bc their all great. but for how beautifully written they are. I alr know it’s not gonna be a book with 1 dimensional characters  bc it’s only been a few paras and their depth is insane
",i alr love the characters  not bc their all great. but for how beautifully written they are. i alr know it's not gonna be a book with 1 dimensional characters  bc it's only been a few paras and their depth is insane ,0.076,0.706,0.218,0.7684
538,676,425,10600,803,PROLOGUE,PROLOGUE,NA,burgundoise,2020-04-17,"Aphrodite is my kind of bish! Like I just love how you juxtapose her airy appearance and manner with a conniving and sly spirit. I could visualize this scene so well. What a beautiful opening.
",aphrodite is my kind of bish! like i just love how you juxtapose her airy appearance and manner with a conniving and sly spirit. i could visualize this scene so well. what a beautiful opening. ,0.0,0.625,0.375,0.9392
539,676,425,10600,803,PROLOGUE,PROLOGUE,NA,localfairyqueen,2020-04-08,"Btw is it pronounced pers-eh-phone  or pers-eh-phony?
",btw is it pronounced pers-eh-phone  or pers-eh-phony? ,0.0,1.0,0.0,0.0
540,676,425,10600,803,PROLOGUE,PROLOGUE,NA,Abercrombiep,2020-03-23,"❤️
", red heart selector  ,0.0,1.0,0.0,0.0
541,676,425,10600,803,PROLOGUE,PROLOGUE,NA,_welcome_madude_,2020-03-06,"which one?
",which one? ,0.0,1.0,0.0,0.0
542,676,425,10600,803,PROLOGUE,PROLOGUE,NA,nightravenxx,2020-02-14,"O o f
",o o f ,0.0,0.0,0.0,0.0
543,676,425,10600,803,PROLOGUE,PROLOGUE,NA,stoneflesh,2020-01-30,"gosh greek mythology is... wild mmao
",gosh greek mythology is... wild mmao ,0.0,1.0,0.0,0.0
544,676,425,10600,803,PROLOGUE,PROLOGUE,NA,stoneflesh,2020-01-30,"the tea is hot
",the tea is hot ,0.0,1.0,0.0,0.0
545,676,425,10600,803,PROLOGUE,PROLOGUE,NA,stoneflesh,2020-01-30,"beautiful omg
",beautiful omg ,0.0,0.204,0.796,0.5994
546,676,425,10600,803,PROLOGUE,PROLOGUE,NA,mkshizzle___1235,2019-12-14,"🎶 If that makes me crazy you’re a psychopath 🎶
", musical notes  if that makes me crazy you're a psychopath  musical notes  ,0.194,0.806,0.0,-0.34
547,676,425,10600,803,PROLOGUE,PROLOGUE,NA,mkshizzle___1235,2019-12-14,"Um  maybe she wants Persephone ever think about that Zeus?
",um  maybe she wants persephone ever think about that zeus? ,0.0,1.0,0.0,0.0
548,676,425,10600,803,PROLOGUE,PROLOGUE,NA,milknhon3y,2019-10-11,"your writing is so good! I’m hooked 😁
",your writing is so good! i'm hooked  beaming face with smiling eyes  ,0.0,0.587,0.413,0.7925
549,676,425,10600,803,PROLOGUE,PROLOGUE,NA,milknhon3y,2019-10-11,"tough
",tough ,1.0,0.0,0.0,-0.128
550,676,425,10600,803,PROLOGUE,PROLOGUE,NA,milknhon3y,2019-10-11,"great way to describe your sons  Zeus
",great way to describe your sons  zeus ,0.0,0.594,0.406,0.6249
551,676,425,10600,803,PROLOGUE,PROLOGUE,NA,henotic,2019-10-10,"Didn't expect that  but i can see it happening.
",didn't expect that  but i can see it happening. ,0.0,1.0,0.0,0.0
552,676,425,10600,803,PROLOGUE,PROLOGUE,NA,henotic,2019-10-10,"These ""street urchins"" are your sons.
","these ""street urchins"" are your sons. ",0.0,1.0,0.0,0.0
553,676,425,10600,803,PROLOGUE,PROLOGUE,NA,eliartyrell,2019-10-05,"this is so something she’d do wowow
",this is so something she'd do wowow ,0.0,1.0,0.0,0.0
554,676,425,10600,803,PROLOGUE,PROLOGUE,NA,eliartyrell,2019-10-05,"we luv some greek drama
",we luv some greek drama ,0.0,1.0,0.0,0.0
555,676,425,10600,803,PROLOGUE,PROLOGUE,NA,eliartyrell,2019-10-05,"‘tastefully glanced’ idk what this means but issa cool
",'tastefully glanced' idk what this means but issa cool ,0.108,0.628,0.265,0.4118
556,676,425,10600,803,PROLOGUE,PROLOGUE,NA,MrPuff,2019-09-30,"ooffff and your daughter is gotta get with ur brother and then technically your daughter is your sister in law  love it
",ooffff and your daughter is gotta get with ur brother and then technically your daughter is your sister in law  love it ,0.0,0.833,0.167,0.6369
557,676,425,10600,803,PROLOGUE,PROLOGUE,NA,Abbzreads,2019-09-25,"HYPOCRITE!
",hypocrite! ,0.0,1.0,0.0,0.0
558,676,425,10600,803,PROLOGUE,PROLOGUE,NA,PRIVGUK,2019-09-15,"so it begins
",so it begins ,0.0,1.0,0.0,0.0
559,676,425,10600,803,PROLOGUE,PROLOGUE,NA,PRIVGUK,2019-09-15,"if only you knew your brother was going to sweep her off her feet
",if only you knew your brother was going to sweep her off her feet ,0.0,1.0,0.0,0.0
560,676,425,10600,803,PROLOGUE,PROLOGUE,NA,PRIVGUK,2019-09-15,"these street urchins are you offsprings too Zeus
",these street urchins are you offsprings too zeus ,0.0,1.0,0.0,0.0
561,676,425,10600,803,PROLOGUE,PROLOGUE,NA,PRIVGUK,2019-09-15,"This comment may be offensive. sometimes I forget that Zeus is an asshole who can’t keep his dick in his pants
",sometimes i forget that zeus is an asshole who can't keep his dick in his pants,0.108,0.739,0.154,0.2028
562,676,425,10600,803,PROLOGUE,PROLOGUE,NA,venusexual,2019-08-29,"a clever woman  indeed
",a clever woman  indeed ,0.0,0.4,0.6,0.4588
563,676,425,10600,803,PROLOGUE,PROLOGUE,NA,shifachow,2019-08-27,"i mean they are ur sons so...
",i mean they are ur sons so... ,0.0,1.0,0.0,0.0
564,676,425,10600,803,PROLOGUE,PROLOGUE,NA,authormahimistry,2019-08-15,"I really want to learn write like this. This is brilliant!
",i really want to learn write like this. this is brilliant! ,0.0,0.461,0.539,0.8012
565,676,425,10600,803,PROLOGUE,PROLOGUE,NA,authormahimistry,2019-08-15,"Um...back off?
",um...back off? ,0.0,1.0,0.0,0.0
566,676,425,10600,803,PROLOGUE,PROLOGUE,NA,authormahimistry,2019-08-15,"I love the little details. Like Zeus's actions seems confident and radiates power while Aphrodite is like a dove  manipulating him with her charm
",i love the little details. like zeus's actions seems confident and radiates power while aphrodite is like a dove  manipulating him with her charm ,0.075,0.48,0.445,0.9066
567,676,425,10600,803,PROLOGUE,PROLOGUE,NA,authormahimistry,2019-08-15,"I can only dream to write like this 😍
",i can only dream to write like this  smiling face with heart-eyes  ,0.0,0.5,0.5,0.7906
568,676,425,10600,803,PROLOGUE,PROLOGUE,NA,authormahimistry,2019-08-15,"This is so beautiful!
",this is so beautiful! ,0.0,0.362,0.638,0.7417
569,676,425,10600,803,PROLOGUE,PROLOGUE,NA,authormahimistry,2019-08-15,"You know it's going to be one hell of a book when the first sentence is this good ❤️❤️❤️
",you know it's going to be one hell of a book when the first sentence is this good  red heart selector  red heart selector  red heart selector  ,0.145,0.723,0.132,-0.34
570,676,425,10600,803,PROLOGUE,PROLOGUE,NA,mxdvsx,2019-08-09,"they got it from you
",they got it from you ,0.0,1.0,0.0,0.0
571,676,425,10600,803,PROLOGUE,PROLOGUE,NA,Raghavi2104,2019-08-05,"You are ammaaaazinngg
",you are ammaaaazinngg ,0.0,1.0,0.0,0.0
572,676,425,10600,803,PROLOGUE,PROLOGUE,NA,mdcclxx,2019-07-31,"🖤
", black heart  ,0.0,1.0,0.0,0.0
573,676,425,10600,803,PROLOGUE,PROLOGUE,NA,BananaZurc,2019-07-15,"Among all the gods  I think Hades is the best.
",among all the gods  i think hades is the best. ,0.0,0.656,0.344,0.6369
574,676,425,10600,803,PROLOGUE,PROLOGUE,NA,BananaZurc,2019-07-15,"The daughter threatening his father.
",the daughter threatening his father. ,0.459,0.541,0.0,-0.5267
575,676,425,10600,803,PROLOGUE,PROLOGUE,NA,BananaZurc,2019-07-15,"You've ignored him and now that he has his eyes on another maiden  you want him back.
",you've ignored him and now that he has his eyes on another maiden  you want him back. ,0.124,0.806,0.07,-0.25
576,676,425,10600,803,PROLOGUE,PROLOGUE,NA,BananaZurc,2019-07-15,"Ughhh where is the love???
",ughhh where is the love??? ,0.0,0.458,0.542,0.6946
